"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    11.400   131.350   363.356   229.882    11.110   230.472     1.577      1114
    11.400   131.515   401.482   230.897     6.135   231.540     1.734      1114
    11.400   131.681   439.872   235.340    26.846   236.015     1.864      1114
    11.400   131.846   479.344   239.790    26.892   240.490     1.993      1114
    11.400   132.012   519.179   241.620    11.057   242.420     2.142      1114
    11.400   132.177   559.341   243.975    14.230   244.946     2.284      1114
    11.400   132.343   599.992   247.340    20.337   248.484     2.415      1114
    11.400   132.508   640.968   247.896     3.357   249.229     2.572      1114
    11.400   132.673   682.035   248.384     2.954   249.911     2.729      1114
    11.400   132.839   723.167   248.734     2.110   250.463     2.887      1114
    11.400   133.004   764.357   249.096     2.187   251.026     3.045      1114
    11.400   133.170   805.619   249.590     2.988   251.713     3.201      1114
    11.400   133.335   846.962   250.085     2.988   252.399     3.356      1114
    11.400   133.501   888.388   250.579     2.988   253.086     3.510      1114
    11.400   133.666   929.895   251.074     2.988   253.773     3.664      1114
    11.400   133.832   971.484   251.568     2.988   254.459     3.818      1114
    11.400   133.997  1013.155   252.063     2.988   255.146     3.971      1114
    11.400   134.163  1054.908   252.557     2.988   255.833     4.123      1114
    11.400   134.328  1096.742   253.052     2.988   256.519     4.275      1114
    11.400   134.494  1138.659   253.546     2.988   257.206     4.427      1114
    11.400   134.659  1180.657   254.041     2.988   257.892     4.578      1114
    11.400   134.825  1222.737   254.535     2.988   258.579     4.729      1114
    11.400   134.990  1264.899   255.030     2.988   259.266     4.879      1114
    11.400   135.156  1307.143   255.520     2.961   259.948     5.028      1114
    11.400   135.321  1349.457   255.885     2.209   260.514     5.180      1114
    11.400   135.487  1391.832   256.251     2.209   261.081     5.331      1114
    11.400   135.652  1434.267   256.616     2.209   261.647     5.482      1114
    11.400   135.818  1476.762   256.982     2.209   262.214     5.632      1114
    11.400   135.983  1519.319   257.347     2.209   262.780     5.782      1114
    11.400   136.149  1561.935   257.713     2.209   263.347     5.931      1114
    11.400   136.314  1604.612   258.079     2.209   263.913     6.080      1114
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    11.200   128.518     1.167    13.271     0.000    13.383     0.087      1112
    11.200   128.676     3.970    27.317    30.214    27.540     0.144      1112
    11.200   128.835     9.069    37.498    64.344    37.833     0.240      1112
    11.200   128.993    15.444    45.147    48.340    45.599     0.339      1112
    11.200   129.151    23.603    56.819    73.763    57.382     0.411      1112
    11.200   129.309    33.264    66.287    59.840    66.960     0.497      1112
    11.200   129.468    44.781    78.846    79.361    79.631     0.562      1112
    11.200   129.626    58.486    91.062    77.202    91.958     0.636      1112
    11.200   129.784    73.107    93.143    13.150    94.156     0.776      1112
    11.200   129.942    88.146   101.490    52.751   102.621     0.859      1112
    11.200   130.101   105.516   117.237    99.517   118.491     0.890      1112
    11.200   130.259   126.018   144.331   171.229   145.731     0.865      1112
    11.200   130.417   149.996   154.485    64.166   156.041     0.961      1112
    11.200   130.575   175.066   161.235    42.657   162.954     1.074      1112
    11.200   130.734   201.830   184.080   144.377   185.968     1.085      1112
    11.200   130.892   234.207   214.292   190.930   216.351     1.083      1112
    11.200   131.050   268.440   219.231    31.216   221.447     1.212      1112
    11.200   131.208   303.151   219.420     1.192   221.853     1.366      1112
    11.200   131.367   337.878   219.504     0.535   222.183     1.521      1112
    11.200   131.525   372.619   219.589     0.535   222.512     1.675      1112
    11.200   131.683   407.372   219.674     0.535   222.842     1.828      1112
    11.200   131.841   442.139   219.758     0.535   223.172     1.981      1112
    11.200   131.999   476.920   219.843     0.535   223.501     2.134      1112
    11.200   132.158   511.714   219.928     0.535   223.831     2.286      1112
    11.200   132.316   546.521   220.012     0.535   224.161     2.438      1112
    11.200   132.474   581.341   220.097     0.535   224.490     2.590      1112
    11.200   132.632   616.175   220.181     0.535   224.820     2.741      1112
    11.200   132.791   651.023   220.266     0.535   225.149     2.892      1112
    11.200   132.949   685.884   220.351     0.535   225.479     3.042      1112
    11.200   133.107   720.758   220.435     0.535   225.809     3.192      1112
    11.200   133.265   755.645   220.520     0.535   226.138     3.342      1112
    11.200   133.424   790.546   220.605     0.535   226.468     3.491      1112
    11.200   133.582   825.461   220.689     0.535   226.798     3.640      1112
    11.200   133.740   860.388   220.774     0.535   227.127     3.788      1112
    11.200   133.898   895.329   220.858     0.535   227.457     3.936      1112
    11.200   134.057   930.284   220.943     0.535   227.786     4.084      1112
    11.200   134.215   965.252   221.028     0.535   228.116     4.231      1112
    11.200   134.373  1000.233   221.112     0.535   228.446     4.378      1112
    11.200   134.531  1035.228   221.197     0.535   228.775     4.525      1112
    11.200   134.689  1070.236   221.282     0.535   229.105     4.671      1112
    11.200   134.848  1105.257   221.366     0.535   229.435     4.817      1112
    11.200   135.006  1140.292   221.451     0.535   229.764     4.963      1112
    11.200   135.164  1175.341   221.567     0.731   230.116     5.108      1112
    11.200   135.322  1210.435   221.999     2.732   230.689     5.247      1112
    11.200   135.481  1245.597   222.431     2.732   231.262     5.386      1112
    11.200   135.639  1280.828   222.863     2.732   231.835     5.525      1112
    11.200   135.797  1316.127   223.296     2.732   232.408     5.663      1112
    11.200   135.955  1351.495   223.728     2.732   232.981     5.801      1112
    11.200   136.114  1386.931   224.160     2.732   233.554     5.938      1112
    11.200   136.272  1422.436   224.592     2.732   234.127     6.075      1112
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    11.100   128.744     1.705    27.463     0.000    27.472     0.062      1111
    11.100   128.899     8.503    52.460    23.346    52.483     0.162      1111
    11.100   129.053    17.471    65.425    83.966    65.456     0.267      1111
    11.100   129.208    28.339    74.790    60.654    74.829     0.379      1111
    11.100   129.362    41.069    90.041    98.761    90.085     0.456      1111
    11.100   129.516    56.053   103.495    87.134   103.542     0.541      1111
    11.100   129.671    72.919   117.903    93.315   117.973     0.618      1111
    11.100   129.825    93.459   145.470   178.543   145.570     0.642      1111
    11.100   129.980   116.331   151.528    39.233   151.658     0.767      1111
    11.100   130.134   140.392   161.505    64.615   161.676     0.868      1111
    11.100   130.288   166.035   170.087    55.585   170.287     0.975      1111
    11.100   130.443   192.725   175.520    35.185   175.738     1.097      1111
    11.100   130.597   220.776   185.435    64.217   185.671     1.189      1111
    11.100   130.752   252.196   221.276   232.121   221.530     1.138      1111
    11.100   130.906   287.510   232.729    74.175   232.997     1.234      1111
    11.100   131.060   323.822   237.548    31.213   237.829     1.362      1111
    11.100   131.215   360.795   241.665    26.663   241.973     1.491      1111
    11.100   131.369   398.348   243.932    14.685   244.279     1.631      1111
    11.100   131.524   436.103   246.754    18.273   247.148     1.765      1111
    11.100   131.678   475.207   256.325    61.986   256.765     1.851      1111
    11.100   131.832   514.912   257.920    10.335   258.416     1.993      1111
    11.100   131.987   554.800   258.744     5.334   259.323     2.139      1111
    11.100   132.141   594.814   259.567     5.334   260.230     2.286      1111
    11.100   132.296   634.924   259.877     2.006   260.704     2.435      1111
    11.100   132.450   675.065   260.070     1.247   261.078     2.586      1111
    11.100   132.605   715.248   261.989    12.433   263.173     2.718      1111
    11.100   132.759   756.639   272.240    66.386   273.540     2.766      1111
    11.100   132.913   799.319   281.227    58.209   282.644     2.828      1111
    11.100   133.068   843.539   291.566    66.960   293.100     2.878      1111
    11.100   133.222   889.301   300.537    58.099   302.187     2.943      1111
    11.100   133.377   936.315   308.911    54.238   310.679     3.014      1111
    11.100   133.531   984.811   319.250    66.961   321.134     3.067      1111
    11.100   133.685  1034.903   329.590    66.964   331.590     3.121      1111
    11.100   133.840  1086.570   339.100    61.593   341.217     3.184      1111
    11.100   133.994  1139.528   346.935    50.740   349.169     3.264      1111
    11.100   134.149  1193.896   357.559    68.809   359.910     3.317      1111
    11.100   134.303  1250.201   369.897    79.908   372.364     3.357      1111
    11.100   134.457  1307.922   378.531    55.919   381.115     3.432      1111
    11.100   134.612  1367.405   389.601    71.695   392.302     3.486      1111
    11.100   134.766  1428.023   395.585    38.755   398.403     3.584      1111
    11.100   134.921  1489.770   404.970    60.776   407.905     3.652      1111
    11.100   135.075  1553.200   415.253    66.597   418.304     3.713      1111
    11.100   135.229  1617.750   419.387    26.777   422.523     3.829      1111
    11.100   135.384  1682.569   420.216     5.365   423.407     3.974      1111
    11.100   135.538  1747.516   421.044     5.365   424.291     4.119      1111
    11.100   135.693  1812.691   424.642    23.302   427.934     4.236      1111
    11.100   135.847  1878.776   431.361    43.515   434.684     4.322      1111
    11.100   136.001  1945.461   432.288     6.005   435.667     4.465      1111
    11.100   136.156  2012.270   433.100     5.258   436.536     4.610      1111
    11.100   136.310  2079.206   433.912     5.258   437.405     4.754      1111
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    11.000   129.254     3.539    48.804     0.000    48.806     0.073      1110
    11.000   129.398    12.202    80.589    51.113    80.597     0.151      1110
    11.000   129.541    27.044   117.035   253.446   117.050     0.231      1110
    11.000   129.685    44.219   121.041    27.864   121.071     0.365      1110
    11.000   129.829    61.834   123.857    19.578   123.903     0.499      1110
    11.000   129.973    79.896   131.579    53.700   131.645     0.607      1110
    11.000   130.117    99.566   140.922    64.970   141.011     0.706      1110
    11.000   130.260   121.262   156.776   110.248   156.913     0.773      1110
    11.000   130.404   144.013   159.589    19.561   159.790     0.901      1110
    11.000   130.548   167.598   174.367   102.770   174.637     0.960      1110
    11.000   130.692   192.959   178.491    28.677   178.824     1.079      1110
    11.000   130.836   219.796   197.173   129.921   197.581     1.112      1110
    11.000   130.979   249.498   219.076   152.315   219.556     1.136      1110
    11.000   131.123   283.731   248.123   202.001   248.670     1.141      1110
    11.000   131.267   319.873   253.956    40.557   254.544     1.257      1110
    11.000   131.411   356.690   257.620    25.478   258.265     1.381      1110
    11.000   131.555   393.936   260.357    19.034   261.069     1.509      1110
    11.000   131.698   431.560   262.918    17.812   263.705     1.637      1110
    11.000   131.842   469.516   264.886    13.685   265.759     1.767      1110
    11.000   131.986   507.740   266.739    12.886   267.702     1.897      1110
    11.000   132.130   546.244   268.821    14.481   269.867     2.024      1110
    11.000   132.274   585.040   270.516    11.788   271.624     2.154      1110
    11.000   132.417   624.021   271.642     7.826   272.787     2.288      1110
    11.000   132.561   663.201   274.180    17.649   275.359     2.408      1110
    11.000   132.705   702.828   276.110    13.424   277.335     2.534      1110
    11.000   132.849   743.345   294.795   129.935   296.076     2.511      1110
    11.000   132.993   787.322   312.688   124.430   314.025     2.507      1110
    11.000   133.136   833.705   336.206   163.549   337.586     2.470      1110
    11.000   133.280   883.373   355.661   135.295   357.093     2.474      1110
    11.000   133.424   936.112   374.790   133.026   376.292     2.488      1110
    11.000   133.568   990.067   375.629     5.835   377.214     2.625      1110
    11.000   133.712  1044.143   376.468     5.834   378.136     2.761      1110
    11.000   133.855  1098.340   377.307     5.835   379.059     2.898      1110
    11.000   133.999  1152.657   378.146     5.834   379.981     3.033      1110
    11.000   134.143  1207.095   378.985     5.834   380.903     3.169      1110
    11.000   134.287  1261.653   379.824     5.835   381.826     3.304      1110
    11.000   134.431  1316.333   380.663     5.834   382.748     3.439      1110
    11.000   134.574  1371.133   381.502     5.835   383.670     3.574      1110
    11.000   134.718  1426.053   382.341     5.834   384.593     3.708      1110
    11.000   134.862  1481.094   383.180     5.835   385.515     3.842      1110
    11.000   135.006  1536.256   384.019     5.835   386.437     3.975      1110
    11.000   135.150  1591.538   384.846     5.754   387.348     4.109      1110
    11.000   135.293  1646.945   385.754     6.307   388.302     4.241      1110
    11.000   135.437  1702.482   386.661     6.312   389.256     4.374      1110
    11.000   135.581  1758.200   390.867    29.248   393.504     4.468      1110
    11.000   135.725  1815.347   400.113    64.299   402.789     4.507      1110
    11.000   135.869  1872.938   400.883     5.352   403.611     4.640      1110
    11.000   136.012  1930.640   401.652     5.351   404.433     4.774      1110
    11.000   136.156  1988.453   402.422     5.352   405.255     4.907      1110
    11.000   136.300  2046.377   403.191     5.352   406.076     5.039      1110
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    10.900   129.322     6.145    74.833     0.000    74.844     0.082      1109
    10.900   129.464    19.445   117.992    41.723   118.015     0.165      1109
    10.900   129.607    38.815   146.155   198.057   146.201     0.265      1109
    10.900   129.749    60.620   158.928    89.832   158.994     0.381      1109
    10.900   129.891    83.472   162.051    21.961   162.137     0.515      1109
    10.900   130.033   106.669   164.197    15.089   164.310     0.649      1109
    10.900   130.175   130.169   166.329    14.993   166.469     0.782      1109
    10.900   130.318   153.973   168.487    15.175   168.654     0.913      1109
    10.900   130.460   178.160   172.098    25.398   172.283     1.034      1109
    10.900   130.602   202.944   176.607    31.706   176.801     1.148      1109
    10.900   130.744   228.445   182.829    43.751   183.029     1.248      1109
    10.900   130.886   255.363   197.988   106.607   198.194     1.288      1109
    10.900   131.029   285.988   233.039   246.496   233.264     1.226      1109
    10.900   131.171   319.999   245.934    90.675   246.185     1.300      1109
    10.900   131.313   356.755   276.060   211.866   276.345     1.291      1109
    10.900   131.455   396.115   277.408     9.478   277.730     1.426      1109
    10.900   131.597   435.635   278.481     7.548   278.842     1.562      1109
    10.900   131.740   475.326   279.750     8.923   280.143     1.697      1109
    10.900   131.882   515.193   280.923     8.250   281.351     1.831      1109
    10.900   132.024   555.208   281.775     5.988   282.253     1.967      1109
    10.900   132.166   595.326   282.469     4.878   283.006     2.104      1109
    10.900   132.308   635.542   283.162     4.878   283.760     2.240      1109
    10.900   132.451   675.891   284.404     8.730   285.038     2.371      1109
    10.900   132.593   716.428   285.743     9.418   286.411     2.501      1109
    10.900   132.735   757.167   287.235    10.494   287.935     2.630      1109
    10.900   132.877   798.466   300.212    91.260   300.948     2.653      1109
    10.900   133.019   842.869   318.430   128.116   319.203     2.641      1109
    10.900   133.162   889.247   335.906   122.901   336.720     2.641      1109
    10.900   133.304   937.292   338.507    18.292   339.360     2.762      1109
    10.900   133.446   985.506   339.608     7.745   340.499     2.894      1109
    10.900   133.588  1033.872   340.606     7.013   341.537     3.027      1109
    10.900   133.730  1082.371   341.518     6.414   342.492     3.160      1109
    10.900   133.873  1131.001   342.430     6.413   343.447     3.293      1109
    10.900   134.015  1179.759   343.342     6.414   344.403     3.426      1109
    10.900   134.157  1228.647   344.254     6.414   345.358     3.558      1109
    10.900   134.299  1277.666   345.166     6.414   346.314     3.689      1109
    10.900   134.441  1326.813   346.078     6.413   347.269     3.821      1109
    10.900   134.584  1376.090   346.990     6.414   348.225     3.952      1109
    10.900   134.726  1425.497   347.902     6.414   349.180     4.082      1109
    10.900   134.868  1475.034   348.814     6.414   350.136     4.213      1109
    10.900   135.010  1524.700   349.726     6.414   351.091     4.343      1109
    10.900   135.152  1574.497   350.637     6.403   352.045     4.472      1109
    10.900   135.295  1624.431   351.773     7.987   353.223     4.599      1109
    10.900   135.437  1674.545   353.065     9.091   354.554     4.723      1109
    10.900   135.579  1726.698   374.511   150.800   376.038     4.592      1109
    10.900   135.721  1780.007   375.261     5.279   376.841     4.724      1109
    10.900   135.863  1833.423   376.012     5.279   377.644     4.855      1109
    10.900   136.006  1886.945   376.763     5.279   378.447     4.986      1109
    10.900   136.148  1940.575   377.513     5.279   379.249     5.117      1109
    10.900   136.290  1994.310   378.264     5.279   380.052     5.247      1109
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    10.800   128.607     0.398     6.018     0.000     6.035     0.066      1108
    10.800   128.763     1.535     8.504    49.127     8.542     0.180      1108
    10.800   128.920     4.091    36.553   178.988    36.616     0.112      1108
    10.800   129.077    14.942    96.808   384.544    96.928     0.154      1108
    10.800   129.234    32.712   123.373   169.517   123.589     0.265      1108
    10.800   129.390    52.517   129.797    40.997   130.099     0.404      1108
    10.800   129.547    73.348   136.132    40.430   136.509     0.537      1108
    10.800   129.704    95.157   142.158    38.454   142.608     0.667      1108
    10.800   129.860   118.172   150.988    56.350   151.514     0.780      1108
    10.800   130.017   142.637   161.048    64.196   161.655     0.882      1108
    10.800   130.174   169.589   179.943   120.577   180.629     0.939      1108
    10.800   130.330   198.623   193.361    85.634   194.117     1.023      1108
    10.800   130.487   230.103   205.053    74.606   205.879     1.118      1108
    10.800   130.644   262.941   214.645    61.214   215.540     1.220      1108
    10.800   130.801   297.323   230.316   100.004   231.295     1.285      1108
    10.800   130.957   334.784   245.365    96.040   246.424     1.359      1108
    10.800   131.114   373.880   255.855    66.940   256.994     1.455      1108
    10.800   131.271   415.216   265.843    63.734   267.026     1.555      1108
    10.800   131.427   457.395   277.445    74.046   278.681     1.641      1108
    10.800   131.584   501.672   285.134    49.068   286.392     1.752      1108
    10.800   131.741   546.522   287.289    13.749   288.571     1.894      1108
    10.800   131.897   591.711   289.497    14.090   290.803     2.035      1108
    10.800   132.054   637.254   291.776    14.542   293.106     2.174      1108
    10.800   132.211   683.144   293.846    13.216   295.203     2.314      1108
    10.800   132.368   729.341   295.699    11.824   297.083     2.455      1108
    10.800   132.524   775.809   297.375    10.696   298.788     2.597      1108
    10.800   132.681   822.539   299.051    10.695   300.493     2.737      1108
    10.800   132.838   869.527   300.596     9.857   302.070     2.879      1108
    10.800   132.994   916.741   302.007     9.006   303.516     3.020      1108
    10.800   133.151   964.177   303.407     8.933   304.951     3.162      1108
    10.800   133.308  1011.819   304.656     7.974   306.239     3.304      1108
    10.800   133.464  1059.657   305.906     7.973   307.527     3.446      1108
    10.800   133.621  1107.685   307.079     7.482   308.741     3.588      1108
    10.800   133.778  1155.924   308.882    11.512   310.578     3.722      1108
    10.800   133.935  1204.507   311.188    14.712   312.910     3.849      1108
    10.800   134.091  1253.452   313.493    14.713   315.242     3.976      1108
    10.800   134.248  1302.756   315.799    14.712   317.574     4.102      1108
    10.800   134.405  1352.424   318.104    14.712   319.906     4.228      1108
    10.800   134.561  1402.460   320.647    16.226   322.474     4.349      1108
    10.800   134.718  1452.927   323.473    18.033   325.325     4.466      1108
    10.800   134.875  1503.838   326.299    18.035   328.176     4.582      1108
    10.800   135.031  1555.191   329.125    18.033   331.027     4.698      1108
    10.800   135.188  1607.322   338.122    57.415   340.049     4.727      1108
    10.800   135.345  1661.120   346.227    51.725   348.188     4.771      1108
    10.800   135.502  1715.499   347.817    10.149   349.819     4.904      1108
    10.800   135.658  1770.126   349.408    10.150   351.449     5.037      1108
    10.800   135.815  1825.005   350.998    10.149   353.080     5.169      1108
    10.800   135.972  1880.131   352.588    10.150   354.711     5.300      1108
    10.800   136.128  1935.507   354.179    10.149   356.342     5.432      1108
    10.800   136.285  1991.131   355.769    10.149   357.973     5.562      1108
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    10.700   128.802     3.650    48.358     0.000    48.367     0.075      1107
    10.700   128.955    13.983    78.287    37.855    78.303     0.179      1107
    10.700   129.107    27.765   105.322   177.302   105.345     0.264      1107
    10.700   129.260    44.867   116.534    73.528   116.563     0.385      1107
    10.700   129.412    63.477   130.537    91.841   130.582     0.486      1107
    10.700   129.565    85.501   156.891   172.836   156.970     0.545      1107
    10.700   129.717   109.800   162.842    39.025   162.960     0.674      1107
    10.700   129.870   134.890   166.062    21.121   166.224     0.811      1107
    10.700   130.022   162.155   190.004   157.014   190.218     0.852      1107
    10.700   130.175   191.631   198.794    57.648   199.058     0.963      1107
    10.700   130.327   222.283   202.683    25.505   202.996     1.095      1107
    10.700   130.480   253.430   205.858    20.827   206.222     1.229      1107
    10.700   130.632   284.976   207.913    13.474   208.329     1.368      1107
    10.700   130.785   317.990   223.946   105.147   224.396     1.417      1107
    10.700   130.937   353.244   240.468   108.353   240.949     1.466      1107
    10.700   131.090   391.076   252.029    75.820   252.533     1.549      1107
    10.700   131.242   430.138   259.906    51.661   260.419     1.652      1107
    10.700   131.395   470.102   263.725    25.046   264.251     1.779      1107
    10.700   131.547   510.517   266.331    17.095   266.878     1.913      1107
    10.700   131.700   551.462   269.441    20.392   270.049     2.042      1107
    10.700   131.852   592.599   270.131     4.527   270.820     2.188      1107
    10.700   132.005   633.841   270.821     4.527   271.591     2.334      1107
    10.700   132.157   675.189   271.544     4.743   272.393     2.479      1107
    10.700   132.309   716.651   272.293     4.907   273.220     2.623      1107
    10.700   132.462   758.227   273.041     4.906   274.047     2.767      1107
    10.700   132.614   799.927   273.944     5.926   275.025     2.909      1107
    10.700   132.767   841.768   274.870     6.074   276.025     3.050      1107
    10.700   132.919   883.751   275.804     6.124   277.033     3.190      1107
    10.700   133.072   925.877   276.738     6.124   278.041     3.330      1107
    10.700   133.224   968.152   277.961     8.022   279.324     3.466      1107
    10.700   133.377  1010.675   279.802    12.072   281.191     3.594      1107
    10.700   133.529  1053.556   283.580    24.778   284.992     3.697      1107
    10.700   133.682  1097.239   289.514    38.920   290.941     3.771      1107
    10.700   133.834  1141.841   295.200    37.285   296.638     3.849      1107
    10.700   133.987  1187.205   299.827    30.346   301.278     3.941      1107
    10.700   134.139  1233.275   304.454    30.346   305.918     4.031      1107
    10.700   134.292  1280.059   309.410    32.503   310.886     4.117      1107
    10.700   134.444  1327.654   314.869    35.800   316.358     4.197      1107
    10.700   134.597  1376.080   320.272    35.436   321.775     4.277      1107
    10.700   134.749  1425.248   324.633    28.604   326.150     4.370      1107
    10.700   134.902  1475.080   328.995    28.604   330.526     4.463      1107
    10.700   135.054  1525.578   333.357    28.604   334.902     4.555      1107
    10.700   135.207  1576.586   335.144    11.725   336.727     4.682      1107
    10.700   135.359  1627.756   336.024     5.768   337.658     4.821      1107
    10.700   135.512  1679.059   336.903     5.768   338.589     4.959      1107
    10.700   135.664  1730.496   337.783     5.768   339.520     5.097      1107
    10.700   135.816  1782.068   338.662     5.768   340.451     5.234      1107
    10.700   135.969  1833.774   339.542     5.768   341.383     5.372      1107
    10.700   136.121  1885.614   340.421     5.768   342.314     5.508      1107
    10.700   136.274  1937.588   341.301     5.768   343.245     5.645      1107
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    10.600   128.263     0.988    12.876     0.000    12.897     0.077      1106
    10.600   128.427     5.893    50.082    37.111    50.145     0.118      1106
    10.600   128.590    16.442    74.924   152.123    75.022     0.219      1106
    10.600   128.753    29.706    90.633    96.208    90.742     0.327      1106
    10.600   128.916    45.485   103.461    78.554   103.576     0.439      1106
    10.600   129.080    64.055   124.746   130.346   124.890     0.513      1106
    10.600   129.243    87.705   150.752   159.252   150.929     0.581      1106
    10.600   129.406   112.479   152.666    11.719   152.874     0.736      1106
    10.600   129.570   137.660   156.198    21.631   156.441     0.880      1106
    10.600   129.733   163.695   163.441    44.358   163.732     1.000      1106
    10.600   129.896   190.600   166.249    17.196   166.588     1.144      1106
    10.600   130.060   218.030   169.775    21.590   170.181     1.281      1106
    10.600   130.223   246.004   174.628    29.716   175.109     1.405      1106
    10.600   130.386   275.372   184.266    59.028   184.831     1.490      1106
    10.600   130.549   307.233   208.614   149.100   209.221     1.468      1106
    10.600   130.713   342.419   221.738    80.370   222.386     1.540      1106
    10.600   130.876   379.833   236.638    91.241   237.307     1.601      1106
    10.600   131.039   418.809   240.646    24.545   241.330     1.735      1106
    10.600   131.203   458.493   245.824    31.711   246.519     1.860      1106
    10.600   131.366   499.035   250.024    25.718   250.735     1.990      1106
    10.600   131.529   540.067   252.527    15.328   253.261     2.132      1106
    10.600   131.693   581.450   254.202    10.261   254.970     2.280      1106
    10.600   131.856   623.088   255.841    10.039   256.643     2.428      1106
    10.600   132.019   665.003   257.509    10.209   258.344     2.574      1106
    10.600   132.182   707.159   258.720     7.419   259.600     2.724      1106
    10.600   132.346   749.495   259.774     6.456   260.704     2.875      1106
    10.600   132.509   791.995   260.742     5.924   261.726     3.026      1106
    10.600   132.672   834.639   261.496     4.621   262.551     3.179      1106
    10.600   132.836   877.396   262.175     4.156   263.308     3.332      1106
    10.600   132.999   920.263   262.853     4.152   264.063     3.485      1106
    10.600   133.162   963.242   263.531     4.150   264.818     3.637      1106
    10.600   133.325  1006.329   264.194     4.063   265.557     3.789      1106
    10.600   133.489  1049.562   266.302    12.908   267.721     3.920      1106
    10.600   133.652  1093.481   271.595    32.410   273.027     4.005      1106
    10.600   133.815  1138.263   276.887    32.410   278.333     4.090      1106
    10.600   133.979  1183.951   282.768    36.015   284.227     4.166      1106
    10.600   134.142  1230.615   288.754    36.659   290.226     4.240      1106
    10.600   134.305  1278.230   294.262    33.730   295.748     4.322      1106
    10.600   134.469  1326.707   299.470    31.889   300.970     4.408      1106
    10.600   134.632  1376.029   304.416    30.287   305.931     4.498      1106
    10.600   134.795  1426.081   308.603    25.643   310.135     4.598      1106
    10.600   134.958  1476.817   312.791    25.645   314.339     4.698      1106
    10.600   135.122  1528.223   316.325    21.645   317.895     4.807      1106
    10.600   135.285  1579.972   317.384     6.480   319.006     4.953      1106
    10.600   135.448  1631.876   318.322     5.744   319.999     5.100      1106
    10.600   135.612  1683.934   319.259     5.744   320.993     5.246      1106
    10.600   135.775  1736.144   320.197     5.744   321.986     5.392      1106
    10.600   135.938  1788.508   321.135     5.744   322.980     5.538      1106
    10.600   136.102  1841.025   322.073     5.744   323.973     5.683      1106
    10.600   136.265  1893.694   323.011     5.744   324.967     5.827      1106
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    10.500   127.773     1.181    16.968     0.000    16.982     0.070      1105
    10.500   127.946     6.533    41.071    33.892    41.135     0.159      1105
    10.500   128.119    16.189    66.151   144.930    66.270     0.244      1105
    10.500   128.292    27.907    69.499    19.351    69.642     0.401      1105
    10.500   128.465    40.785    76.555    40.774    76.721     0.532      1105
    10.500   128.638    54.747    83.887    42.374    84.082     0.651      1105
    10.500   128.811    70.720   100.963    98.677   101.195     0.699      1105
    10.500   128.984    89.405   113.840    74.412   114.103     0.784      1105
    10.500   129.157   109.781   124.399    61.019   124.695     0.880      1105
    10.500   129.330   132.416   136.978    72.693   137.299     0.964      1105
    10.500   129.503   156.506   141.299    24.966   141.636     1.105      1105
    10.500   129.677   181.269   144.795    20.209   145.152     1.249      1105
    10.500   129.850   206.615   147.843    17.612   148.224     1.394      1105
    10.500   130.023   232.383   149.981    12.353   150.392     1.545      1105
    10.500   130.196   258.622   153.241    18.838   153.676     1.683      1105
    10.500   130.369   285.486   158.304    29.262   158.774     1.798      1105
    10.500   130.542   313.823   167.070    50.659   167.568     1.873      1105
    10.500   130.715   343.005   171.544    25.854   172.063     1.993      1105
    10.500   130.888   374.181   187.987    95.019   188.560     1.984      1105
    10.500   131.061   408.858   215.041   156.346   215.699     1.895      1105
    10.500   131.234   448.531   236.562   124.364   237.289     1.890      1105
    10.500   131.407   489.775   241.332    27.563   242.114     2.023      1105
    10.500   131.580   532.110   245.820    25.940   246.656     2.157      1105
    10.500   131.753   574.768   247.297     8.534   248.175     2.316      1105
    10.500   131.926   617.669   248.477     6.819   249.413     2.476      1105
    10.500   132.099   660.767   249.738     7.290   250.734     2.635      1105
    10.500   132.272   704.118   251.297     9.004   252.348     2.790      1105
    10.500   132.445   747.665   252.014     4.147   253.145     2.954      1105
    10.500   132.618   791.338   252.735     4.168   253.945     3.116      1105
    10.500   132.791   835.134   253.457     4.168   254.745     3.278      1105
    10.500   132.964   879.052   254.134     3.915   255.506     3.440      1105
