"IAB","ITYPE","WIDTH","HEIT","ZTR","ZTL","XL","ZO","RNI","DZERO","HZERO","QZERO","ZS","CKS","HR0","HR1","RNV1","HR2","RNV2","HR3","RNV3","HR4","RNV4","HR5","RNV5","HR6","RNV6","HR7","RNV7","SF","X","Y","ID","ZSHIFT"                                                                                     
479,4,0.00,5.00,0.00,0.00,29300.0,113.63,0.0150,1.901,115.531,26.720,1.94,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.01899843,3473362.23,5446665.33,10488,0.00
592,4,0.00,5.00,0.00,0.00,29295.0,113.59,0.0163,1.989,115.579,26.720,1.87,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.12298831,3473359.21,5446669.32,10488,0.00
5591,5,0.00,5.00,0.00,0.00,29294.0,113.77,0.0125,1.771,115.541,26.720,1.43,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.13313957,3473358.61,5446670.12,10488,0.00
591,8,0.00,5.00,0.00,0.00,29293.0,113.95,0.0166,1.383,115.333,26.726,1.43,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.18071093,3473358.00,5446670.91,10488,0.00
590,4,0.00,5.00,0.00,0.00,29290.0,113.49,0.0151,1.620,115.110,26.726,1.98,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.02839915,3473356.19,5446673.30,10488,0.00
478,5,0.00,5.00,0.00,0.00,29288.0,113.44,0.0430,1.685,115.124,26.649,1.55,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.01083758,3473354.99,5446674.90,10488,0.00
589,4,0.00,5.00,0.00,0.00,29277.0,113.16,0.0514,1.888,115.048,26.649,2.12,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.01354735,3473348.35,5446683.67,10488,0.00
477,5,0.00,5.00,0.00,0.00,29276.0,113.11,0.0508,1.900,115.014,26.649,2.16,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.01156846,3473347.75,5446684.47,10488,0.00
588,4,0.00,5.00,0.00,0.00,29259.0,112.34,0.0322,2.670,115.010,26.649,2.77,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00063160,3473337.49,5446698.03,10488,0.00
476,4,0.00,5.00,0.00,0.00,29257.0,112.67,0.0320,2.339,115.009,26.649,2.68,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00065133,3473336.29,5446699.62,10488,0.00
475,4,0.00,5.00,0.00,0.00,29225.0,112.42,0.0362,2.588,115.008,26.649,2.34,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00120690,3473314.88,5446723.00,10488,0.00
587,4,0.00,5.00,0.00,0.00,29210.0,112.05,0.0422,2.939,114.989,26.649,2.59,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00187109,3473302.83,5446731.93,10488,0.00
474,4,0.00,5.00,0.00,0.00,29195.0,111.74,0.0422,3.214,114.954,26.649,3.04,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00212849,3473290.78,5446740.86,10488,0.00
473,5,0.00,5.00,0.00,0.00,29162.0,111.93,0.0401,2.958,114.888,26.649,2.47,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00169387,3473264.26,5446760.50,10488,0.00
586,4,0.00,5.00,0.00,0.00,29148.0,112.01,0.0366,2.849,114.859,26.649,2.72,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00129648,3473253.08,5446768.92,10488,0.00
472,5,0.00,5.00,0.00,0.00,29128.0,111.88,0.0360,2.957,114.838,26.649,2.28,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00088507,3473237.40,5446781.35,10488,0.00
471,5,0.00,5.00,0.00,0.00,29100.0,111.70,0.0415,3.114,114.815,26.649,2.17,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00099646,3473215.46,5446798.74,10488,0.00
585,4,0.00,5.00,0.00,0.00,29092.0,111.65,0.0422,3.159,114.809,26.649,2.58,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00098413,3473209.19,5446803.71,10488,0.00
470,5,0.00,5.00,0.00,0.00,29072.0,111.65,0.0432,3.136,114.782,26.649,2.28,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00119681,3473192.89,5446815.17,10488,0.00
469,5,0.00,5.00,0.00,0.00,29058.0,111.64,0.0514,3.128,114.771,26.649,2.46,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00340712,3473180.50,5446821.68,10488,0.00
584,4,0.00,5.00,0.00,0.00,29045.0,111.64,0.0519,3.112,114.752,26.649,3.28,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00381494,3473168.54,5446826.73,10488,0.00
468,4,0.00,5.00,0.00,0.00,29044.0,111.69,0.0497,3.054,114.744,26.649,2.94,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00399993,3473167.60,5446827.07,10488,0.00
583,9,0.00,5.00,0.00,0.00,29043.0,111.64,0.0372,3.102,114.742,26.649,3.88,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00200326,3473166.67,5446827.42,10488,0.00
582,9,0.00,5.00,0.00,0.00,29042.0,111.64,0.0520,3.102,114.742,26.649,3.88,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.01149946,3473165.73,5446827.77,10488,0.00
581,4,0.00,5.00,0.00,0.00,29041.0,111.64,0.0590,3.105,114.745,26.649,3.28,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.01178936,3473164.79,5446828.11,10488,0.00
467,4,0.00,5.00,0.00,0.00,29040.0,111.69,0.0496,3.032,114.722,26.649,4.01,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00822342,3473163.85,5446828.46,10488,0.00
466,5,0.00,5.00,0.00,0.00,29027.0,111.70,0.0364,3.011,114.714,26.649,2.45,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00117397,3473151.66,5446832.96,10488,0.00
580,4,0.00,5.00,0.00,0.00,29011.0,111.72,0.0408,2.977,114.697,26.649,2.84,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00129842,3473135.74,5446833.68,10488,0.00
465,5,0.00,5.00,0.00,0.00,29003.0,111.68,0.0419,3.007,114.682,26.649,2.27,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00143469,3473127.79,5446832.85,10488,0.00
464,4,0.00,5.00,0.00,0.00,28986.0,111.58,0.0419,3.086,114.666,26.649,2.92,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00127223,3473112.13,5446826.24,10488,0.00
579,4,0.00,5.00,0.00,0.00,28980.0,111.36,0.0420,3.297,114.657,26.649,3.03,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00143177,3473106.17,5446825.78,10488,0.00
463,5,0.00,5.00,0.00,0.00,28971.0,111.48,0.0405,3.175,114.651,26.649,2.13,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00110292,3473097.18,5446825.69,10488,0.00
910,5,0.00,5.00,0.00,0.00,28968.0,111.51,0.0475,3.137,114.651,26.649,2.24,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00264384,3473094.23,5446826.04,10488,0.00
909,5,0.00,5.00,0.00,0.00,28964.0,111.57,0.0396,3.081,114.647,26.649,2.49,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00089345,3473090.58,5446827.66,10488,0.00
908,5,0.00,5.00,0.00,0.00,28961.0,111.60,0.0443,3.044,114.648,26.649,2.32,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00155132,3473087.84,5446828.88,10488,0.00
907,5,0.00,5.00,0.00,0.00,28956.0,111.67,0.0440,2.975,114.643,26.649,2.30,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00136067,3473083.27,5446830.91,10488,0.00
3423,4,0.00,5.00,0.00,0.00,28952.0,111.72,0.0614,2.921,114.641,26.649,2.63,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.03693760,3473079.73,5446832.76,10488,0.00
578,4,0.00,5.00,0.00,0.00,28950.0,111.78,0.0259,2.856,114.636,26.649,3.21,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.03795103,3473078.00,5446833.77,10488,0.00
577,9,0.00,5.00,0.00,0.00,28949.0,111.78,0.0518,2.748,114.528,26.649,3.28,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.05567507,3473077.14,5446834.28,10488,0.00
576,9,0.00,5.00,0.00,0.00,28936.0,111.78,0.0156,2.750,114.530,26.649,3.28,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00149987,3473065.95,5446840.89,10488,0.00
423,4,0.00,5.00,0.00,0.00,28934.0,111.72,0.0496,2.862,114.582,26.649,2.63,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00300351,3473064.22,5446841.91,10488,0.00
905,5,0.00,5.00,0.00,0.00,28933.0,111.75,0.0492,2.829,114.579,26.650,2.92,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00300351,3473063.36,5446842.42,10488,0.00
575,4,0.00,5.00,0.00,0.00,28932.0,111.78,0.0424,2.797,114.577,26.650,3.21,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00124315,3473062.50,5446842.93,10488,0.00
904,5,0.00,5.00,0.00,0.00,28930.0,111.75,0.0409,2.824,114.576,26.650,3.15,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00109616,3473060.78,5446843.94,10488,0.00
903,5,0.00,5.00,0.00,0.00,28925.0,111.68,0.0467,2.886,114.569,26.650,2.89,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00291452,3473056.48,5446846.49,10488,0.00
902,5,0.00,5.00,0.00,0.00,28920.0,111.61,0.0443,2.948,114.562,26.650,2.80,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00263341,3473052.04,5446848.73,10488,0.00
574,4,0.00,5.00,0.00,0.00,28919.0,111.60,0.0432,2.956,114.556,26.650,3.37,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00242446,3473051.08,5446849.01,10488,0.00
901,5,0.00,5.00,0.00,0.00,28916.0,111.59,0.0328,2.964,114.554,26.650,2.69,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00066198,3473048.21,5446849.87,10488,0.00
9423,5,0.00,5.00,0.00,0.00,28885.0,111.49,0.0358,3.040,114.529,26.650,2.63,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00069127,3473019.57,5446861.69,10488,0.00
573,4,0.00,5.00,0.00,0.00,28864.0,111.42,0.0349,3.097,114.517,26.650,3.57,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00050147,3473001.40,5446872.15,10488,0.00
8423,5,0.00,5.00,0.00,0.00,28845.0,111.39,0.0360,3.118,114.504,26.650,2.63,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00057465,3472984.78,5446881.36,10488,0.00
572,4,0.00,5.00,0.00,0.00,28814.0,111.33,0.0374,3.166,114.496,26.650,3.64,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00064681,3472959.60,5446899.17,10488,0.00
422,4,0.00,5.00,0.00,0.00,28796.0,111.26,0.0366,3.222,114.482,26.650,3.70,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00111067,3472948.79,5446913.41,10488,0.00
9422,5,0.00,5.00,0.00,0.00,28740.0,111.25,0.0353,3.179,114.431,26.670,2.62,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00127697,3472929.35,5446965.86,10488,0.00
8422,5,0.00,5.00,0.00,0.00,28738.0,111.25,0.0125,3.184,114.436,26.670,2.56,0.700,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00000001,3472928.78,5446967.78,10488,0.00
7422,5,0.00,5.00,0.00,0.00,28730.0,111.25,0.0125,3.200,114.451,22.569,2.56,0.700,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00000001,3472926.51,5446975.45,10488,0.00
571,4,0.00,5.00,0.00,0.00,28726.0,111.25,0.0125,3.219,114.469,19.391,2.56,0.700,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00000001,3472925.51,5446979.32,10488,0.00
6422,5,0.00,5.00,0.00,0.00,28720.0,111.15,0.0589,3.335,114.485,13.628,2.66,0.700,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00384551,3472924.26,5446985.18,10488,0.00
5422,5,0.00,5.00,0.00,0.00,28719.0,111.13,0.0734,3.363,114.496,12.578,2.69,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00769101,3472924.05,5446986.16,10488,0.00
4422,5,0.00,5.00,0.00,0.00,28718.0,111.12,0.0736,3.375,114.492,12.578,2.69,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00578204,3472923.84,5446987.14,10488,0.00
570,4,0.00,5.00,0.00,0.00,28717.0,111.10,0.0740,3.391,114.491,12.578,3.61,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00699858,3472923.63,5446988.12,10488,0.00
3421,4,0.00,5.00,0.00,0.00,28716.0,111.11,0.0723,3.369,114.479,12.578,3.70,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00999422,3472923.34,5446989.06,10488,0.00
2421,4,0.00,5.49,0.00,0.00,28715.0,111.11,0.0853,3.361,114.471,12.577,5.46,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.36763170,3472922.84,5446989.93,10488,0.00
1421,2,5.00,3.00,0.00,0.00,28714.0,111.11,0.0811,3.361,114.471,12.577,5.46,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,1.09490037,3472922.34,5446990.80,10488,0.00
421,2,5.00,3.00,0.00,0.00,28713.0,111.11,0.0788,2.641,113.751,12.577,3.70,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.35554186,3472921.84,5446991.66,10488,0.00
566,4,5.50,5.00,0.00,0.00,28712.0,110.96,0.0744,2.445,113.405,12.577,3.88,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.11688343,3472921.34,5446992.53,10488,0.00
9421,5,5.50,5.00,0.00,0.00,28707.0,111.09,0.0528,2.307,113.401,12.578,3.24,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00291432,3472918.84,5446996.86,10488,0.00
8421,5,5.50,5.00,0.00,0.00,28701.0,111.26,0.0521,2.120,113.376,12.578,2.79,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00401185,3472915.84,5447002.06,10488,0.00
565,4,5.50,5.00,0.00,0.00,28696.0,111.39,0.0570,1.978,113.368,12.578,2.44,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00956109,3472912.93,5447006.10,10488,0.00
564,4,5.50,5.00,0.00,0.00,28694.0,111.45,0.0653,1.920,113.370,12.578,2.61,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.02706232,3472911.69,5447007.68,10488,0.00
563,9,5.50,5.00,0.00,0.00,28693.0,111.45,0.0512,1.893,113.343,12.578,2.67,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.01353116,3472911.07,5447008.46,10488,0.00
562,9,5.50,5.00,0.00,0.00,28682.0,111.45,0.0209,1.899,113.349,12.578,2.67,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00049933,3472904.28,5447017.12,10488,0.00
420,4,5.50,5.00,0.00,0.00,28680.0,111.43,0.0367,1.930,113.360,12.578,2.41,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00099865,3472903.05,5447018.69,10488,0.00
561,4,5.50,5.00,0.00,0.00,28678.0,111.45,0.0274,1.911,113.361,12.718,2.61,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00037490,3472901.81,5447020.26,10488,0.00
419,4,5.50,5.00,0.00,0.00,28662.0,111.04,0.0432,2.326,113.366,12.718,3.05,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00094319,3472893.64,5447033.97,10488,0.00
560,4,5.50,5.00,0.00,0.00,28638.0,110.95,0.0395,2.398,113.348,12.718,3.12,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00081470,3472886.66,5447056.79,10488,0.00
559,4,5.50,5.00,0.00,0.00,28616.0,110.96,0.0364,2.363,113.323,12.717,3.09,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00076989,3472887.35,5447078.69,10488,0.00
558,4,5.50,5.00,0.00,0.00,28564.0,111.07,0.0388,2.224,113.294,12.717,3.00,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00072423,3472903.86,5447128.00,10488,0.00
557,4,5.50,5.00,0.00,0.00,28525.0,111.09,0.0377,2.180,113.270,12.717,2.85,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00073371,3472917.25,5447164.62,10488,0.00
418,4,5.50,5.00,0.00,0.00,28516.0,111.12,0.0391,2.141,113.261,12.717,2.97,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00075783,3472920.16,5447173.14,10488,0.00
556,4,5.50,5.00,0.00,0.00,28487.0,111.17,0.0388,2.074,113.244,12.987,2.70,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00065938,3472929.53,5447200.59,10488,0.00
555,4,5.50,5.00,0.00,0.00,28455.0,111.00,0.0378,2.222,113.222,12.987,2.86,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00069600,3472940.57,5447230.61,10488,0.00
554,4,5.50,5.00,0.00,0.00,28384.0,111.13,0.0563,2.060,113.190,12.987,3.02,0.000,0.000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.000,0.0000,0.00702815,3472971.11,5447294.48,10488,0.00
