"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.015   112.280     7.829     8.151     2.057     9.012     0.869       414
    28.015   112.380     8.656     8.466     3.152     9.394     0.921       414
    28.015   112.480     9.528     8.971     5.051     9.942     0.958       414
    28.015   112.580    10.451     9.476     5.050    10.491     0.996       414
    28.015   112.680    11.415     9.803     3.268    10.874     1.050       414
    28.015   112.780    12.411    10.129     3.267    11.257     1.103       414
    28.015   112.880    13.440    10.456     3.267    11.640     1.155       414
    28.015   112.980    14.502    10.783     3.267    12.023     1.206       414
    28.015   113.080    15.597    11.110     3.267    12.406     1.257       414
    28.015   113.180    16.724    11.436     3.267    12.790     1.308       414
    28.015   113.280    17.884    11.763     3.267    13.173     1.358       414
    28.015   113.380    19.077    12.090     3.267    13.556     1.407       414
    28.015   113.480    20.302    12.417     3.267    13.939     1.457       414
    28.015   113.580    21.560    12.743     3.267    14.322     1.505       414
    28.015   113.680    22.851    13.069     3.253    14.704     1.554       414
    28.015   113.780    24.173    13.387     3.185    15.081     1.603       414
    28.015   113.880    25.529    13.731     3.434    15.479     1.649       414
    28.015   113.980    26.920    14.074     3.434    15.878     1.695       414
    28.015   114.080    28.344    14.417     3.434    16.276     1.741       414
    28.015   114.180    29.803    14.761     3.434    16.675     1.787       414
    28.015   114.280    31.296    15.104     3.434    17.073     1.833       414
    28.015   114.380    32.824    15.448     3.434    17.472     1.879       414
    28.015   114.480    34.386    15.791     3.434    17.870     1.924       414
    28.015   114.580    35.982    16.134     3.434    18.269     1.970       414
    28.015   114.680    37.613    16.478     3.434    18.667     2.015       414
    28.015   114.780    39.278    16.821     3.434    19.065     2.060       414
    28.015   114.880    40.976    17.107     2.863    19.434     2.108       414
    28.015   114.980    42.697    17.308     2.007    19.758     2.161       414
    28.015   115.080    44.437    17.509     2.007    20.083     2.213       414
    28.015   115.180    46.198    17.709     2.007    20.407     2.264       414
    28.015   115.280    48.021    22.088    43.783    22.480     2.136       414
    28.015   115.380    50.610    25.630    35.418    25.630     1.975       414
    28.015   115.480    53.241    26.310     0.000    28.999     1.836       414
    28.015   115.580    55.872    26.310     0.000    29.706     1.881       414
    28.015   115.680    58.503    26.310     0.000    29.906     1.956       414
    28.015   115.780    61.134    26.310     0.000    30.106     2.031       414
    28.015   115.880    63.765    26.310     0.000    30.306     2.104       414
    28.015   115.980    66.396    26.310     0.000    30.506     2.176       414
    28.015   116.080    69.027    26.310     0.000    30.706     2.248       414
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.012   111.290     0.528     5.796     0.000     5.878     0.090       541
    28.012   111.390     1.121     6.049     4.320     6.225     0.180       541
    28.012   111.490     1.738     6.291     2.415     6.544     0.266       541
    28.012   111.590     2.379     6.529     2.385     6.855     0.347       541
    28.012   111.690     3.044     6.768     2.385     7.167     0.425       541
    28.012   111.790     3.732     7.006     2.385     7.478     0.499       541
    28.012   111.890     4.445     7.245     2.385     7.790     0.571       541
    28.012   111.990     5.181     7.484     2.385     8.101     0.640       541
    28.012   112.090     5.942     7.722     2.385     8.412     0.706       541
    28.012   112.190     6.726     7.961     2.385     8.724     0.771       541
    28.012   112.290     7.534     8.199     2.385     9.035     0.834       541
    28.012   112.390     8.372     8.571     3.722     9.461     0.885       541
    28.012   112.490     9.249     8.966     3.945     9.904     0.934       541
    28.012   112.590    10.164     9.347     3.808    10.335     0.984       541
    28.012   112.690    11.118     9.728     3.808    10.766     1.033       541
    28.012   112.790    12.110    10.108     3.808    11.196     1.082       541
    28.012   112.890    13.140    10.489     3.808    11.627     1.130       541
    28.012   112.990    14.206    10.833     3.434    12.025     1.181       541
    28.012   113.090    15.306    11.167     3.340    12.414     1.233       541
    28.012   113.190    16.440    11.501     3.340    12.804     1.284       541
    28.012   113.290    17.606    11.835     3.340    13.193     1.335       541
    28.012   113.390    18.807    12.169     3.340    13.582     1.385       541
    28.012   113.490    20.040    12.503     3.340    13.972     1.434       541
    28.012   113.590    21.307    12.837     3.340    14.361     1.484       541
    28.012   113.690    22.607    13.171     3.340    14.750     1.533       541
    28.012   113.790    23.941    13.505     3.340    15.140     1.581       541
    28.012   113.890    25.308    13.839     3.340    15.529     1.630       541
    28.012   113.990    26.709    14.173     3.340    15.918     1.678       541
    28.012   114.090    28.143    14.507     3.340    16.308     1.726       541
    28.012   114.190    29.610    14.841     3.340    16.697     1.773       541
    28.012   114.290    31.111    15.175     3.340    17.087     1.821       541
    28.012   114.390    32.645    15.509     3.340    17.476     1.868       541
    28.012   114.490    34.213    15.843     3.340    17.865     1.915       541
    28.012   114.590    35.814    16.177     3.340    18.255     1.962       541
    28.012   114.690    37.448    16.511     3.340    18.644     2.009       541
    28.012   114.790    39.116    16.845     3.340    19.033     2.055       541
    28.012   114.890    40.817    17.163     3.177    19.413     2.103       541
    28.012   114.990    42.542    17.334     1.709    19.711     2.158       541
    28.012   115.090    44.284    17.505     1.709    20.009     2.213       541
    28.012   115.190    46.051    17.990     4.855    20.612     2.234       541
    28.012   115.290    47.891    18.829     8.389    21.556     2.222       541
    28.012   115.390    50.215    23.976    51.464    23.976     2.094       541
    28.012   115.490    53.051    27.204   -11.563    27.204     1.950       541
    28.012   115.590    55.887    28.360     0.000    30.482     1.833       541
    28.012   115.690    58.723    28.360     0.000    31.820     1.845       541
    28.012   115.790    61.559    28.360     0.000    32.020     1.923       541
    28.012   115.890    64.395    28.360     0.000    32.220     1.999       541
    28.012   115.990    67.231    28.360     0.000    32.420     2.074       541
    28.012   116.090    70.067    28.360     0.000    32.620     2.148       541
    28.012   116.190    72.903    28.360     0.000    32.820     2.221       541
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    28.002   110.580     0.062     1.324     0.000     1.344     0.046       540
    28.002   110.680     0.265     2.737     4.650     2.774     0.096       540
    28.002   110.780     0.610     4.150    14.132     4.204     0.145       540
    28.002   110.880     1.051     4.676     5.255     4.780     0.220       540
    28.002   110.980     1.538     5.046     3.703     5.209     0.295       540
    28.002   111.080     2.060     5.377     3.316     5.601     0.368       540
    28.002   111.180     2.611     5.600     2.225     5.909     0.442       540
    28.002   111.280     3.178     5.750     1.499     6.160     0.516       540
    28.002   111.380     3.761     5.900     1.499     6.411     0.587       540
    28.002   111.480     4.358     6.049     1.498     6.662     0.654       540
    28.002   111.580     4.970     6.199     1.499     6.913     0.719       540
    28.002   111.680     5.598     6.349     1.499     7.165     0.781       540
    28.002   111.780     6.240     6.499     1.499     7.416     0.841       540
    28.002   111.880     6.899     6.715     2.159     7.717     0.894       540
    28.002   111.980     7.585     6.997     2.819     8.068     0.940       540
    28.002   112.080     8.299     7.279     2.819     8.418     0.986       540
    28.002   112.180     9.041     7.561     2.819     8.769     1.031       540
    28.002   112.280     9.811     7.843     2.819     9.120     1.076       540
    28.002   112.380    10.609     8.124     2.819     9.471     1.120       540
    28.002   112.480    11.439     8.508     3.833     9.906     1.155       540
    28.002   112.580    12.311     8.935     4.268    10.378     1.186       540
    28.002   112.680    13.226     9.361     4.268    10.850     1.219       540
    28.002   112.780    14.184     9.788     4.268    11.321     1.253       540
    28.002   112.880    15.184    10.215     4.268    11.793     1.288       540
    28.002   112.980    16.227    10.642     4.268    12.265     1.323       540
    28.002   113.080    17.312    11.069     4.268    12.737     1.359       540
    28.002   113.180    18.440    11.495     4.268    13.208     1.396       540
    28.002   113.280    19.611    11.922     4.268    13.680     1.434       540
    28.002   113.380    20.825    12.349     4.268    14.152     1.472       540
    28.002   113.480    22.081    12.776     4.268    14.623     1.510       540
    28.002   113.580    23.380    13.203     4.268    15.095     1.549       540
