"ZEIT[H]","Q_gesamt","Q_Kraft","Q_Wehr"
41458,1477.27,1462.27,15
41458.021,1481.68,1466.68,15
41458.042,1478.36,1463.36,15
41458.062,1471.55,1456.55,15
41458.083,1465.17,1450.17,15
41458.104,1459.76,1444.76,15
41458.125,1447.24,1432.24,15
41458.146,1435.47,1420.47,15
41458.167,1435.6,1420.6,15
41458.187,1439.99,1424.99,15
41458.208,1444.03,1429.03,15
41458.229,1446.94,1431.94,15
41458.25,1456.86,1441.86,15
41458.271,1472.04,1457.04,15
41458.292,1484.41,1469.41,15
41458.312,1495.08,1480.08,15
41458.333,1505.07,1490.07,15
41458.354,1515.64,1500,15.64
41458.375,1517.46,1500,17.46
41458.396,1516.76,1500,16.76
41458.417,1524.6,1500,24.6
41458.437,1533.82,1500,33.82
41458.458,1541.77,1500,41.77
41458.479,1549.81,1500,49.81
41458.5,1563.74,1500,63.74
41458.521,1576.61,1500,76.61
41458.542,1579.34,1500,79.34
41458.562,1577.07,1500,77.07
41458.583,1573.77,1500,73.77
41458.604,1570.98,1500,70.98
41458.625,1578.19,1500,78.19
41458.646,1591.77,1500,91.77
41458.667,1600.85,1500,100.85
41458.687,1606.44,1500,106.44
41458.708,1604.82,1500,104.82
41458.729,1599.19,1500,99.19
41458.75,1589,1500,89
41458.771,1577.29,1500,77.29
41458.792,1570.62,1500,70.62
41458.812,1565.33,1500,65.33
41458.833,1559.08,1500,59.08
41458.854,1552.88,1500,52.88
41458.875,1553.59,1500,53.59
41458.896,1558.48,1500,58.48
41458.917,1561.49,1500,61.49
41458.937,1563.57,1500,63.57
41458.958,1565.14,1500,65.14
41458.979,1566.73,1500,66.73
41459,1574.55,1500,74.55
41459.021,1587.71,1500,87.71
41459.042,1598.51,1500,98.51
41459.062,1606.57,1500,106.57
41459.083,1613.49,1500,113.49
41459.104,1619.63,1500,119.63
41459.125,1613.39,1500,113.39
41459.146,1603.66,1500,103.66
41459.167,1601.19,1500,101.19
41459.187,1599.41,1500,99.41
41459.208,1602.7,1500,102.7
41459.229,1610.32,1500,110.32
41459.25,1641.15,1500,141.15
41459.271,1676.01,1500,176.01
41459.292,1683.93,1500,183.93
41459.312,1680.13,1500,180.13
41459.333,1672.54,1500,172.54
41459.354,1664.5,1500,164.5
41459.375,1653.32,1500,153.32
41459.396,1649.96,1500,149.96
41459.417,1664.77,1500,164.77
41459.437,1688.62,1500,188.62
41459.458,1714.42,1500,214.42
41459.479,1739.91,1500,239.91
41459.5,1752.42,1500,252.42
41459.521,1751.47,1500,251.47
41459.542,1750.25,1500,250.25
41459.562,1751.14,1500,251.14
41459.583,1754.57,1500,254.57
41459.604,1759.07,1500,259.07
41459.625,1795.03,1500,295.03
41459.646,1843.9,1500,343.9
41459.667,1861.08,1500,361.08
41459.687,1868.15,1500,368.15
41459.708,1867.85,1500,367.85
41459.729,1859.23,1500,359.23
41459.75,1807.87,1500,307.87
41459.771,1754.33,1500,254.33
41459.792,1757.16,1500,257.16
41459.812,1773.83,1500,273.83
41459.833,1772.36,1500,272.36
41459.854,1765.04,1500,265.04
41459.875,1813.52,1500,313.52
41459.896,1876.23,1500,376.23
41459.917,1896.45,1500,396.45
41459.937,1899.2,1500,399.2
41459.958,1896.83,1500,396.83
41459.979,1893.27,1500,393.27
41460,1881.22,1500,381.22
41460.021,1863.01,1500,363.01
41460.042,1847.91,1500,347.91
41460.062,1832.54,1500,332.54
41460.083,1816.33,1500,316.33
41460.104,1801.6,1500,301.6
41460.125,1785.02,1500,285.02
41460.146,1769.06,1500,269.06
41460.167,1757.84,1500,257.84
41460.187,1749.34,1500,249.34
41460.208,1745.45,1500,245.45
41460.229,1745.58,1500,245.58
41460.25,1750.76,1500,250.76
41460.271,1758.49,1500,258.49
41460.292,1764.32,1500,264.32
41460.312,1769.02,1500,269.02
41460.333,1772.95,1500,272.95
41460.354,1776.63,1500,276.63
41460.375,1784.51,1500,284.51
41460.396,1789.85,1500,289.85
41460.417,1784.77,1500,284.77
41460.437,1774.61,1500,274.61
41460.458,1762.73,1500,262.73
41460.479,1750.76,1500,250.76
41460.5,1732.07,1500,232.07
41460.521,1710.46,1500,210.46
41460.542,1695.54,1500,195.54
41460.562,1685.19,1500,185.19
41460.583,1677.52,1500,177.52
41460.604,1670.76,1500,170.76
41460.625,1671.59,1500,171.59
41460.646,1677.7,1500,177.7
41460.667,1680.8,1500,180.8
41460.687,1682.24,1500,182.24
41460.708,1682.35,1500,182.35
41460.729,1682.07,1500,182.07
41460.75,1678.95,1500,178.95
41460.771,1676.56,1500,176.56
41460.792,1680.38,1500,180.38
41460.812,1688.29,1500,188.29
41460.833,1698.18,1500,198.18
41460.854,1708.54,1500,208.54
41460.875,1712.58,1500,212.58
41460.896,1710.09,1500,210.09
41460.917,1707.12,1500,207.12
41460.937,1704.46,1500,204.46
41460.958,1702.69,1500,202.69
41460.979,1701.33,1500,201.33
41461,1709.92,1500,209.92
41461.021,1719.86,1500,219.86
41461.042,1717.07,1500,217.07
41461.062,1708.18,1500,208.18
41461.083,1697.05,1500,197.05
41461.104,1685.58,1500,185.58
41461.125,1665.28,1500,165.28
41461.146,1639.82,1500,139.82
41461.167,1624.18,1500,124.18
41461.187,1616.98,1500,116.98
41461.208,1612.94,1500,112.94
41461.229,1609.64,1500,109.64
41461.25,1617.05,1500,117.05
41461.271,1630.13,1500,130.13
41461.292,1636.04,1500,136.04
41461.312,1635.94,1500,135.94
41461.333,1626.32,1500,126.32
41461.354,1614.79,1500,114.79
41461.375,1602.77,1500,102.77
41461.396,1595.48,1500,95.48
41461.417,1600.84,1500,100.84
41461.437,1607.99,1500,107.99
41461.458,1611.89,1500,111.89
41461.479,1615.4,1500,115.4
41461.5,1628.44,1500,128.44
41461.521,1644.25,1500,144.25
41461.542,1650.8,1500,150.8
41461.562,1652.39,1500,152.39
41461.583,1652.09,1500,152.09
41461.604,1651.52,1500,151.52
41461.625,1652.43,1500,152.43
41461.646,1651.86,1500,151.86
41461.667,1646.47,1500,146.47
41461.687,1638.28,1500,138.28
41461.708,1629.2,1500,129.2
41461.729,1620.47,1500,120.47
41461.75,1608.34,1500,108.34
41461.771,1594.15,1500,94.15
41461.792,1582.68,1500,82.68
41461.812,1573.17,1500,73.17
41461.833,1564.57,1500,64.57
41461.854,1556.33,1500,56.33
41461.875,1552.24,1500,52.24
41461.896,1550.9,1500,50.9
41461.917,1547.28,1500,47.28
41461.937,1541.44,1500,41.44
41461.958,1534.81,1500,34.81
41461.979,1528.67,1500,28.67
41462,1519.43,1500,19.43
41462.021,1511.94,1496.94,15
41462.042,1511.85,1496.85,15
41462.062,1514.19,1499.19,15
41462.083,1516.18,1500,16.18
41462.104,1517.58,1500,17.58
41462.125,1522.78,1500,22.78
41462.146,1530.75,1500,30.75
41462.167,1536.83,1500,36.83
41462.187,1541.68,1500,41.68
41462.208,1546.04,1500,46.04
41462.229,1550.5,1500,50.5
41462.25,1553.89,1500,53.89
41462.271,1550.01,1500,50.01
41462.292,1535.32,1500,35.32
41462.312,1516.99,1500,16.99
41462.333,1500.87,1485.87,15
41462.354,1485.32,1470.32,15
41462.375,1467.59,1452.59,15
41462.396,1460.91,1445.91,15
41462.417,1473.95,1458.95,15
41462.437,1493.95,1478.95,15
41462.458,1512.41,1497.41,15
41462.479,1528.57,1500,28.57
41462.5,1546.65,1500,46.65
41462.521,1561.77,1500,61.77
41462.542,1566.95,1500,66.95
41462.562,1566.98,1500,66.98
41462.583,1567.1,1500,67.1
41462.604,1568.87,1500,68.87
41462.625,1569.13,1500,69.13
41462.646,1567.58,1500,67.58
41462.667,1566.47,1500,66.47
41462.687,1565.65,1500,65.65
41462.708,1564.99,1500,64.99
41462.729,1564.33,1500,64.33
41462.75,1563.57,1500,63.57
41462.771,1562.5,1500,62.5
41462.792,1561.09,1500,61.09
41462.812,1559.57,1500,59.57
41462.833,1558.08,1500,58.08
41462.854,1556.62,1500,56.62
41462.875,1553.47,1500,53.47
41462.896,1550.78,1500,50.78
41462.917,1551.36,1500,51.36
41462.937,1552.97,1500,52.97
41462.958,1554.16,1500,54.16
41462.979,1554.67,1500,54.67
41463,1561.88,1500,61.88
41463.021,1568.24,1500,68.24
41463.042,1561.33,1500,61.33
41463.062,1548.17,1500,48.17
41463.083,1536.65,1500,36.65
41463.104,1525.88,1500,25.88
41463.125,1510.54,1495.54,15
41463.146,1495.38,1480.38,15
41463.167,1481.59,1466.59,15
41463.187,1465.91,1450.91,15
41463.208,1450.46,1435.46,15
41463.229,1435.68,1420.68,15
41463.25,1412.34,1397.34,15
41463.271,1396.56,1381.56,15
41463.292,1405.64,1390.64,15
41463.312,1423.07,1408.07,15
41463.333,1438.11,1423.11,15
41463.354,1451.39,1436.39,15
41463.375,1487.24,1472.24,15
41463.396,1529.1,1500,29.1
41463.417,1545.79,1500,45.79
41463.437,1550.16,1500,50.16
41463.458,1551.48,1500,51.48
41463.479,1553.81,1500,53.81
41463.5,1544.75,1500,44.75
41463.521,1530.16,1500,30.16
41463.542,1526.57,1500,26.57
41463.562,1528.56,1500,28.56
41463.583,1531.34,1500,31.34
41463.604,1533.23,1500,33.23
41463.625,1541.05,1500,41.05
41463.646,1547.59,1500,47.59
41463.667,1539.7,1500,39.7
41463.687,1523.79,1500,23.79
41463.708,1507.96,1492.96,15
41463.729,1494.03,1479.03,15
41463.75,1465.34,1450.34,15
41463.771,1437.03,1422.03,15
41463.792,1430.15,1415.15,15
41463.812,1429.21,1414.21,15
41463.833,1427.34,1412.34,15
41463.854,1424.44,1409.44,15
41463.875,1443.34,1428.34,15
41463.896,1475.99,1460.99,15
41463.917,1497.47,1482.47,15
41463.937,1513.46,1498.46,15
41463.958,1526.67,1500,26.67
41463.979,1539.72,1500,39.72
41464,1545.29,1500,45.29
41464.021,1543.32,1500,43.32
41464.042,1541.25,1500,41.25
41464.062,1539.6,1500,39.6
41464.083,1539.23,1500,39.23
41464.104,1539.29,1500,39.29
