"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    13.320   111.553     5.385     7.763     5.748     8.763     0.615      1012
    13.320   111.844    11.163    31.644    82.119    32.776     0.341      1012
    13.320   112.135    23.071    52.427    71.466    53.677     0.430      1012
    13.320   112.426    42.845    93.095   139.847    94.469     0.454      1012
    13.320   112.716    76.119   125.989   113.111   127.493     0.597      1012
    13.320   113.007   115.734   149.788    81.838   151.399     0.764      1012
    13.320   113.298   161.109   162.270    42.920   163.993     0.982      1012
    13.320   113.589   210.193   175.971    47.113   177.800     1.182      1012
    13.320   113.880   263.021   184.447    29.147   186.373     1.411      1012
    13.320   114.171   317.160   187.888    11.830   189.904     1.670      1012
    13.320   114.461   372.351   192.048    14.304   194.153     1.918      1012
    13.320   114.752   428.916   196.968    16.920   199.159     2.154      1012
    13.320   115.043   486.912   201.889    16.920   204.166     2.385      1012
    13.320   115.334   546.362   207.132    18.030   209.494     2.608      1012
    13.320   115.625   607.408   212.705    19.165   215.153     2.823      1012
    13.320   115.915   670.080   218.415    19.634   220.939     3.033      1012
    13.320   116.206   734.573   225.125    23.074   227.706     3.226      1012
    13.320   116.497   801.017   231.835    23.074   234.472     3.416      1012
    13.320   116.788   869.345   237.953    21.035   240.647     3.613      1012
    13.320   117.079   939.410   243.906    20.472   246.658     3.809      1012
    13.320   117.369  1011.195   249.374    18.803   252.187     4.010      1012
    13.320   117.660  1084.076   251.859     8.543   254.748     4.255      1012
    13.320   117.951  1157.681   254.343     8.544   257.309     4.499      1012
    13.320   118.242  1232.007   256.828     8.544   259.869     4.741      1012
    13.320   118.533  1307.058   259.331     8.609   262.447     4.980      1012
    13.320   118.823  1382.842   261.862     8.702   265.050     5.217      1012
    13.320   119.114  1460.422   269.692    26.925   272.935     5.351      1012
    13.320   119.405  1539.310   272.594     9.979   275.902     5.579      1012
    13.320   119.696  1618.952   275.135     8.738   278.517     5.813      1012
    13.320   119.987  1699.334   277.676     8.738   281.131     6.045      1012
    13.320   120.278  1780.454   280.217     8.738   283.745     6.275      1012
    13.320   120.568  1862.294   282.585     8.145   286.190     6.507      1012
    13.320   120.859  1944.809   284.897     7.948   288.578     6.739      1012
    13.320   121.150  2028.116   288.300    11.704   292.048     6.944      1012
    13.320   121.441  2112.504   292.168    13.301   295.979     7.137      1012
    13.320   121.732  2198.228   297.167    17.189   301.036     7.302      1012
    13.320   122.022  2285.282   301.541    15.041   305.471     7.481      1012
    13.320   122.313  2373.480   304.696    10.848   308.694     7.689      1012
    13.320   122.604  2462.483   307.406     9.322   311.476     7.906      1012
    13.320   122.895  2552.265   309.930     8.677   314.074     8.126      1012
    13.320   123.186  2642.697   311.998     7.113   316.225     8.357      1012
    13.320   123.476  2733.711   313.739     5.985   318.072     8.595      1012
    13.320   123.767  2825.149   315.508     6.082   319.962     8.830      1012
    13.320   124.058  2917.401   318.945    11.819   323.452     9.020      1012
    13.320   124.349  3010.653   322.382    11.820   326.942     9.209      1012
    13.320   124.640  3104.961   327.434    17.372   332.043     9.351      1012
    13.320   124.930  3201.213   332.240    16.527   337.083     9.497      1012
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    13.220   111.979     2.790    19.644     0.000    19.673     0.142      1011
    13.220   112.248    14.903    76.151    20.192    76.228     0.196      1011
    13.220   112.517    38.921   103.273   100.820   103.383     0.376      1011
    13.220   112.786    70.077   132.179   107.455   132.330     0.530      1011
    13.220   113.055   109.271   152.242    74.581   152.416     0.717      1011
    13.220   113.324   151.358   159.908    28.498   160.106     0.945      1011
    13.220   113.593   195.257   166.335    23.892   166.557     1.172      1011
    13.220   113.862   240.801   172.270    22.061   172.516     1.396      1011
    13.220   114.131   287.927   177.942    21.085   178.214     1.616      1011
    13.220   114.400   336.422   182.600    17.317   182.905     1.839      1011
    13.220   114.669   386.255   188.074    20.350   188.419     2.050      1011
    13.220   114.938   437.614   193.763    21.148   194.148     2.254      1011
    13.220   115.207   490.500   199.426    21.050   199.851     2.454      1011
    13.220   115.476   544.922   205.504    22.596   205.965     2.646      1011
    13.220   115.745   601.165   212.328    25.366   212.821     2.825      1011
    13.220   116.014   658.877   216.751    16.441   217.359     3.031      1011
    13.220   116.283   717.779   221.173    16.442   221.897     3.235      1011
    13.220   116.552   777.990   226.583    20.111   227.404     3.421      1011
    13.220   116.821   839.693   232.163    20.741   233.060     3.603      1011
    13.220   117.090   902.730   236.400    15.751   237.376     3.803      1011
    13.220   117.359   966.752   239.120    10.112   240.184     4.025      1011
    13.220   117.628  1031.323   240.742     6.028   241.911     4.263      1011
    13.220   117.897  1096.245   241.937     4.442   243.224     4.507      1011
    13.220   118.166  1161.509   243.321     5.145   244.710     4.746      1011
    13.220   118.435  1227.157   244.751     5.317   246.238     4.984      1011
    13.220   118.704  1293.189   246.182     5.317   247.767     5.219      1011
    13.220   118.973  1359.618   247.761     5.872   249.437     5.451      1011
    13.220   119.242  1426.599   250.930    11.779   252.673     5.646      1011
    13.220   119.511  1494.854   256.315    20.018   258.134     5.791      1011
    13.220   119.780  1564.937   262.841    24.260   264.723     5.912      1011
    13.220   120.049  1636.182   269.777    25.784   271.733     6.021      1011
    13.220   120.318  1709.016   271.724     7.239   273.841     6.241      1011
    13.220   120.587  1782.360   273.385     6.172   275.669     6.466      1011
    13.220   120.856  1856.058   274.559     4.365   277.013     6.700      1011
    13.220   121.125  1930.087   275.832     4.735   278.425     6.932      1011
    13.220   121.394  2004.460   277.106     4.735   279.836     7.163      1011
    13.220   121.663  2079.175   278.380     4.735   281.248     7.393      1011
    13.220   121.932  2154.226   279.613     4.584   282.621     7.622      1011
    13.220   122.201  2229.610   280.845     4.580   283.992     7.851      1011
    13.220   122.470  2305.325   282.077     4.580   285.364     8.079      1011
    13.220   122.739  2381.311   282.821     2.763   286.288     8.318      1011
    13.220   123.008  2457.486   283.525     2.620   287.176     8.557      1011
    13.220   123.277  2533.852   284.230     2.620   288.064     8.796      1011
    13.220   123.546  2610.407   284.935     2.620   288.953     9.034      1011
    13.220   123.815  2687.165   285.893     3.564   290.070     9.264      1011
    13.220   124.084  2764.320   287.855     7.293   292.110     9.463      1011
    13.220   124.353  2842.039   289.972     7.870   294.295     9.657      1011
    13.220   124.622  2920.328   292.090     7.870   296.480     9.850      1011
    13.220   124.891  2999.188   294.207     7.870   298.665    10.042      1011
    13.220   125.160  3078.528   295.410     4.473   300.153    10.257      1011
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    13.120   112.338     6.000    43.581     0.000    43.600     0.138      1010
    13.120   112.596    19.383    59.809    18.751    59.846     0.324      1010
    13.120   112.853    36.745    74.230    55.934    74.279     0.495      1010
    13.120   113.111    57.464    85.350    43.133    85.414     0.673      1010
    13.120   113.369    80.748    96.565    43.504    96.644     0.836      1010
    13.120   113.627   107.292   108.352    45.716   108.443     0.989      1010
    13.120   113.885   141.517   152.560   171.480   152.672     0.927      1010
    13.120   114.142   186.398   184.256   122.948   184.414     1.011      1010
    13.120   114.400   234.425   188.329    15.796   188.573     1.243      1010
    13.120   114.658   283.627   193.698    20.828   194.004     1.462      1010
    13.120   114.916   334.315   199.501    22.507   199.862     1.673      1010
    13.120   115.174   386.392   204.502    19.399   204.919     1.886      1010
    13.120   115.432   439.835   210.574    23.551   211.046     2.084      1010
    13.120   115.689   495.036   217.969    28.685   218.495     2.266      1010
    13.120   115.947   552.690   230.164    47.302   230.746     2.395      1010
    13.120   116.205   612.399   232.401     8.679   233.071     2.628      1010
    13.120   116.463   672.493   233.793     5.400   234.559     2.867      1010
    13.120   116.721   732.921   234.947     4.476   235.824     3.108      1010
    13.120   116.978   793.635   236.048     4.269   237.039     3.348      1010
    13.120   117.236   854.634   237.191     4.435   238.294     3.586      1010
    13.120   117.494   915.939   238.396     4.674   239.606     3.823      1010
    13.120   117.752   977.555   239.601     4.673   240.917     4.058      1010
    13.120   118.010  1039.482   240.806     4.673   242.229     4.291      1010
    13.120   118.267  1101.719   242.011     4.673   243.540     4.524      1010
    13.120   118.525  1164.266   243.216     4.674   244.852     4.755      1010
    13.120   118.783  1227.212   245.576     9.153   247.282     4.963      1010
    13.120   119.041  1291.455   253.247    29.756   254.997     5.065      1010
    13.120   119.299  1357.055   255.243     7.742   257.075     5.279      1010
    13.120   119.556  1423.060   256.804     6.055   258.720     5.500      1010
    13.120   119.814  1489.468   258.365     6.055   260.365     5.721      1010
    13.120   120.072  1556.935   265.811    28.883   267.866     5.812      1010
    13.120   120.330  1625.831   268.660    11.048   270.776     6.004      1010
    13.120   120.588  1695.409   270.851     8.500   273.038     6.209      1010
    13.120   120.845  1765.465   272.621     6.865   274.885     6.423      1010
    13.120   121.103  1835.977   274.391     6.865   276.731     6.635      1010
    13.120   121.361  1906.937   276.053     6.447   278.474     6.848      1010
    13.120   121.619  1978.312   277.651     6.196   280.153     7.062      1010
    13.120   121.877  2050.099   279.248     6.196   281.833     7.274      1010
    13.120   122.135  2122.291   280.678     5.548   283.362     7.490      1010
    13.120   122.392  2194.783   281.698     3.953   284.517     7.714      1010
    13.120   122.650  2267.539   282.717     3.953   285.673     7.938      1010
    13.120   122.908  2340.556   283.736     3.953   286.828     8.160      1010
    13.120   123.166  2413.838   284.755     3.953   287.984     8.382      1010
    13.120   123.424  2487.381   285.774     3.953   289.139     8.603      1010
    13.120   123.681  2561.228   287.274     5.816   290.734     8.810      1010
    13.120   123.939  2635.527   289.117     7.148   292.647     9.006      1010
    13.120   124.197  2710.301   290.959     7.148   294.561     9.201      1010
    13.120   124.455  2785.551   292.802     7.148   296.474     9.396      1010
    13.120   124.713  2861.275   294.645     7.148   298.388     9.589      1010
    13.120   124.970  2937.468   296.200     6.031   300.084     9.789      1010
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    13.020   112.691     3.791    28.152     0.000    28.157     0.135      1009
    13.020   112.942    13.655    48.708    20.575    48.719     0.280      1009
    13.020   113.192    29.318    81.567   131.010    81.594     0.359      1009
    13.020   113.443    52.203   101.110    77.916   101.164     0.516      1009
    13.020   113.694    81.263   125.735    98.184   125.820     0.646      1009
    13.020   113.945   116.905   167.337   165.866   167.464     0.698      1009
    13.020   114.196   163.106   196.008   114.313   196.176     0.831      1009
    13.020   114.447   214.334   215.631    78.236   215.855     0.993      1009
    13.020   114.697   270.701   229.103    53.713   229.411     1.180      1009
    13.020   114.948   328.335   230.466     5.436   230.866     1.422      1009
    13.020   115.199   386.308   231.786     5.263   232.281     1.663      1009
    13.020   115.450   444.594   232.992     4.808   233.587     1.903      1009
    13.020   115.701   503.183   234.198     4.808   234.894     2.142      1009
    13.020   115.951   562.073   235.354     4.607   236.156     2.380      1009
    13.020   116.202   621.228   236.354     3.987   237.283     2.618      1009
    13.020   116.453   680.635   237.354     3.987   238.410     2.855      1009
    13.020   116.704   740.291   238.354     3.987   239.537     3.091      1009
    13.020   116.955   800.183   239.128     3.086   240.470     3.328      1009
    13.020   117.205   860.236   239.736     2.425   241.261     3.566      1009
    13.020   117.456   920.441   240.355     2.467   242.061     3.803      1009
    13.020   117.707   980.854   241.383     4.102   243.215     4.033      1009
    13.020   117.958  1041.573   242.916     6.111   244.835     4.254      1009
    13.020   118.209  1102.713   244.617     6.783   246.612     4.471      1009
    13.020   118.460  1164.280   246.319     6.783   248.389     4.687      1009
    13.020   118.710  1226.413   249.669    13.357   251.799     4.871      1009
    13.020   118.961  1290.265   256.980    29.148   259.164     4.979      1009
    13.020   119.212  1354.971   258.995     8.034   261.241     5.187      1009
    13.020   119.463  1420.175   260.877     7.506   263.193     5.396      1009
    13.020   119.714  1485.837   262.711     7.312   265.102     5.605      1009
    13.020   119.964  1552.418   268.488    23.034   270.935     5.730      1009
    13.020   120.215  1620.432   272.549    16.190   275.064     5.891      1009
    13.020   120.466  1688.996   274.184     6.518   276.778     6.102      1009
    13.020   120.717  1757.970   275.819     6.518   278.492     6.312      1009
    13.020   120.968  1827.349   277.325     6.005   280.084     6.524      1009
    13.020   121.218  1897.064   278.592     5.052   281.447     6.740      1009
    13.020   121.469  1967.098   279.859     5.052   282.810     6.956      1009
    13.020   121.720  2037.449   281.126     5.052   284.173     7.170      1009
    13.020   121.971  2108.091   282.139     4.037   285.309     7.389      1009
    13.020   122.222  2178.978   283.117     3.900   286.414     7.608      1009
    13.020   122.473  2250.110   284.095     3.900   287.519     7.826      1009
    13.020   122.723  2321.488   285.073     3.900   288.625     8.043      1009
    13.020   122.974  2393.109   286.014     3.752   289.702     8.261      1009
    13.020   123.225  2464.949   286.847     3.321   290.698     8.479      1009
    13.020   123.476  2537.000   287.680     3.321   291.694     8.697      1009
    13.020   123.727  2609.275   288.892     4.829   293.036     8.904      1009
    13.020   123.977  2681.978   290.840     7.770   295.049     9.090      1009
    13.020   124.228  2755.167   292.789     7.771   297.062     9.275      1009
    13.020   124.479  2828.848   294.738     7.770   299.075     9.459      1009
    13.020   124.730  2903.017   296.687     7.770   301.089     9.642      1009
    13.020   124.981  2977.642   298.010     5.274   302.608     9.840      1009
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    12.920   112.752     5.800    56.436     0.000    56.482     0.103      1008
    12.920   113.004    30.294   126.290    14.337   126.414     0.240      1008
    12.920   113.255    63.850   144.016    70.395   144.210     0.443      1008
    12.920   113.507   102.534   161.685    70.168   161.981     0.633      1008
    12.920   113.759   145.247   177.513    62.857   177.905     0.816      1008
    12.920   114.011   192.052   202.800   100.422   203.289     0.945      1008
    12.920   114.263   246.953   222.166    76.909   222.742     1.109      1008
    12.920   114.514   303.178   224.408     8.904   225.070     1.347      1008
    12.920   114.766   360.039   227.771    13.354   228.514     1.576      1008
    12.920   115.018   417.883   230.800    12.029   231.651     1.804      1008
    12.920   115.270   476.108   231.655     3.395   232.649     2.046      1008
    12.920   115.522   534.549   232.510     3.395   233.646     2.288      1008
    12.920   115.774   593.204   233.364     3.395   234.644     2.528      1008
    12.920   116.025   652.119   235.134     7.027   236.528     2.757      1008
    12.920   116.277   711.630   237.012     7.460   238.504     2.984      1008
    12.920   116.529   771.442   238.052     4.129   239.659     3.219      1008
    12.920   116.781   831.517   239.092     4.129   240.815     3.453      1008
    12.920   117.033   891.856   240.189     4.356   242.023     3.685      1008
    12.920   117.284   952.487   241.369     4.687   243.307     3.915      1008
    12.920   117.536  1013.414   242.549     4.687   244.592     4.143      1008
    12.920   117.788  1074.639   243.729     4.687   245.876     4.371      1008
    12.920   118.040  1136.160   244.909     4.687   247.161     4.597      1008
    12.920   118.292  1197.979   246.089     4.687   248.445     4.822      1008
    12.920   118.543  1260.238   248.895    11.142   251.312     5.015      1008
    12.920   118.795  1323.586   256.324    29.502   258.782     5.115      1008
    12.920   119.047  1388.752   260.440    16.347   262.940     5.282      1008
    12.920   119.299  1454.795   264.465    15.984   267.011     5.448      1008
    12.920   119.551  1521.994   269.740    20.947   272.329     5.589      1008
    12.920   119.802  1590.446   272.845    12.333   275.505     5.773      1008
    12.920   120.054  1659.340   274.339     5.932   277.084     5.989      1008
    12.920   120.306  1728.608   275.829     5.915   278.658     6.203      1008
    12.920   120.558  1798.252   277.318     5.915   280.232     6.417      1008
    12.920   120.810  1868.252   278.641     5.254   281.656     6.633      1008
    12.920   121.062  1938.580   279.948     5.191   283.065     6.849      1008
    12.920   121.313  2009.238   281.255     5.191   284.474     7.063      1008
    12.920   121.565  2080.225   282.562     5.191   285.884     7.276      1008
    12.920   121.817  2151.542   283.870     5.191   287.293     7.489      1008
    12.920   122.069  2223.189   285.202     5.291   288.725     7.700      1008
    12.920   122.321  2295.170   286.394     4.735   290.029     7.914      1008
    12.920   122.572  2367.388   287.201     3.202   290.983     8.136      1008
    12.920   122.824  2439.809   288.007     3.202   291.938     8.357      1008
    12.920   123.076  2512.433   288.814     3.202   292.892     8.578      1008
    12.920   123.328  2585.261   289.620     3.202   293.847     8.798      1008
    12.920   123.580  2658.291   290.465     3.358   294.836     9.016      1008
    12.920   123.831  2731.652   292.248     7.080   296.690     9.207      1008
    12.920   124.083  2805.473   294.073     7.246   298.584     9.396      1008
    12.920   124.335  2879.753   295.897     7.246   300.477     9.584      1008
    12.920   124.587  2954.493   297.722     7.246   302.370     9.771      1008
    12.920   124.839  3029.691   299.546     7.245   304.264     9.957      1008
    12.920   125.090  3105.301   300.690     4.542   305.648    10.160      1008
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    12.820   111.535     0.962     6.999     0.000     7.024     0.137      1007
    12.820   111.810     4.511    21.179    21.046    21.252     0.212      1007
    12.820   112.084    11.751    31.226    36.557    31.374     0.375      1007
    12.820   112.359    21.825    43.551    44.851    43.774     0.499      1007
    12.820   112.634    36.201    63.007    70.796    63.303     0.572      1007
    12.820   112.909    55.778    78.416    56.074    78.786     0.708      1007
    12.820   113.184    78.948    89.880    41.715    90.316     0.874      1007
    12.820   113.458   105.004    98.674    31.999    99.152     1.059      1007
    12.820   113.733   133.074   105.616    25.261   106.138     1.254      1007
    12.820   114.008   163.517   118.833    48.097   119.398     1.370      1007
    12.820   114.283   199.168   150.962   116.912   151.591     1.314      1007
    12.820   114.558   247.163   201.744   184.788   202.453     1.221      1007
    12.820   114.833   307.142   232.781   112.939   233.571     1.315      1007
    12.820   115.107   371.857   236.254    12.639   237.238     1.567      1007
    12.820   115.382   436.868   236.876     2.263   238.109     1.835      1007
    12.820   115.657   502.050   237.498     2.263   238.980     2.101      1007
    12.820   115.932   567.402   238.119     2.263   239.851     2.366      1007
    12.820   116.207   632.946   238.912     2.884   240.877     2.628      1007
    12.820   116.481   698.737   240.060     4.178   242.189     2.885      1007
    12.820   116.756   764.909   241.518     5.304   243.747     3.138      1007
    12.820   117.031   831.481   242.975     5.303   245.305     3.390      1007
    12.820   117.306   898.454   244.433     5.304   246.862     3.639      1007
    12.820   117.581   965.827   245.890     5.303   248.420     3.888      1007
    12.820   117.855  1033.600   247.348     5.304   249.978     4.135      1007
    12.820   118.130  1101.775   248.805     5.304   251.536     4.380      1007
    12.820   118.405  1170.542   251.925    11.352   254.716     4.595      1007
    12.820   118.680  1240.317   256.973    18.371   259.806     4.774      1007
    12.820   118.955  1312.144   264.562    27.614   267.429     4.907      1007
    12.820   119.230  1385.661   270.486    21.557   273.394     5.068      1007
    12.820   119.504  1460.773   275.308    17.547   278.303     5.249      1007
    12.820   119.779  1536.595   276.505     4.356   279.732     5.493      1007
    12.820   120.054  1612.741   277.625     4.077   281.087     5.738      1007
    12.820   120.329  1689.179   278.665     3.784   282.365     5.982      1007
    12.820   120.604  1765.941   280.056     5.062   283.887     6.221      1007
    12.820   120.878  1843.106   281.528     5.355   285.466     6.456      1007
    12.820   121.153  1920.676   282.999     5.355   287.044     6.691      1007
    12.820   121.428  1998.649   284.471     5.355   288.623     6.925      1007
    12.820   121.703  2077.028   285.943     5.355   290.201     7.157      1007
    12.820   121.978  2155.771   287.040     3.993   291.434     7.397      1007
    12.820   122.252  2234.787   288.017     3.553   292.555     7.639      1007
    12.820   122.527  2314.072   289.005     3.595   293.686     7.879      1007
    12.820   122.802  2393.632   290.006     3.644   294.829     8.119      1007
    12.820   123.077  2473.466   291.007     3.644   295.973     8.357      1007
    12.820   123.352  2553.575   292.009     3.644   297.116     8.595      1007
    12.820   123.627  2633.963   293.125     4.062   298.367     8.828      1007
    12.820   123.901  2714.790   295.179     7.475   300.496     9.034      1007
    12.820   124.176  2796.203   297.324     7.803   302.710     9.237      1007
    12.820   124.451  2878.206   299.468     7.803   304.924     9.439      1007
    12.820   124.726  2960.798   301.613     7.803   307.138     9.640      1007
    12.820   125.001  3043.956   303.230     5.886   308.939     9.853      1007
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    12.720   110.801     0.668     4.048     0.000     4.103     0.163      1006
    12.720   111.091     2.255     6.874    21.306     7.009     0.322      1006
    12.720   111.382     5.205    15.309    29.026    15.514     0.336      1006
    12.720   111.672    11.179    25.675    35.671    25.948     0.431      1006
    12.720   111.963    20.069    34.909    31.774    35.255     0.569      1006
    12.720   112.254    31.332    42.609    26.497    43.028     0.728      1006
    12.720   112.544    44.898    51.202    29.568    51.693     0.869      1006
    12.720   112.835    61.158    60.700    32.684    61.263     0.998      1006
    12.720   113.125    80.448    72.964    42.203    73.599     1.093      1006
    12.720   113.416   103.531    85.228    42.198    85.933     1.205      1006
    12.720   113.707   129.843    95.410    35.038    96.182     1.350      1006
    12.720   113.997   158.818   103.728    28.622   104.968     1.513      1006
    12.720   114.288   190.576   116.177    42.839   117.486     1.622      1006
    12.720   114.578   228.240   152.179   123.883   153.568     1.486      1006
    12.720   114.869   285.277   223.086   244.001   224.565     1.270      1006
    12.720   115.160   353.446   238.172    51.911   239.792     1.474      1006
    12.720   115.450   422.829   239.333     3.996   241.091     1.754      1006
    12.720   115.741   492.549   240.494     3.996   242.391     2.032      1006
    12.720   116.032   562.607   241.653     3.989   243.689     2.309      1006
    12.720   116.322   632.994   242.765     3.825   244.944     2.584      1006
    12.720   116.613   703.704   243.876     3.823   246.198     2.858      1006
    12.720   116.903   774.737   244.987     3.823   247.453     3.131      1006
    12.720   117.194   846.093   246.098     3.823   248.707     3.402      1006
    12.720   117.485   917.803   247.566     5.050   250.295     3.667      1006
    12.720   117.775   989.995   249.271     5.867   252.104     3.927      1006
    12.720   118.066  1062.682   250.975     5.867   253.914     4.185      1006
    12.720   118.356  1135.864   252.680     5.867   255.723     4.442      1006
    12.720   118.647  1209.542   254.385     5.866   257.533     4.697      1006
    12.720   118.938  1284.166   261.056    22.956   264.255     4.860      1006
    12.720   119.228  1361.236   268.061    24.103   271.294     5.018      1006
    12.720   119.519  1439.648   271.583    12.121   274.867     5.238      1006
    12.720   119.809  1519.034   274.770    10.967   278.113     5.462      1006
    12.720   120.100  1599.257   276.951     7.504   280.387     5.704      1006
    12.720   120.391  1679.967   278.514     5.378   282.064     5.956      1006
    12.720   120.681  1761.132   280.077     5.378   283.740     6.207      1006
    12.720   120.972  1842.750   281.633     5.354   285.410     6.457      1006
    12.720   121.262  1924.816   283.157     5.246   287.049     6.706      1006
    12.720   121.553  2007.324   284.682     5.246   288.688     6.953      1006
    12.720   121.844  2090.276   286.206     5.246   290.328     7.200      1006
    12.720   122.134  2173.670   287.730     5.246   291.967     7.445      1006
    12.720   122.425  2257.508   289.255     5.246   293.606     7.689      1006
    12.720   122.715  2341.788   290.779     5.246   295.246     7.932      1006
    12.720   123.006  2426.512   292.304     5.246   296.885     8.173      1006
    12.720   123.297  2511.681   293.851     5.323   298.544     8.413      1006
    12.720   123.587  2597.302   295.408     5.360   300.213     8.652      1006
    12.720   123.878  2683.382   297.125     5.909   302.031     8.884      1006
    12.720   124.168  2770.029   299.196     7.127   304.183     9.106      1006
    12.720   124.459  2857.279   301.268     7.127   306.334     9.327      1006
    12.720   124.750  2945.129   303.339     7.127   308.485     9.547      1006
    12.720   125.040  3033.570   305.020     5.785   310.342     9.775      1006
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    12.620   110.555     0.564     3.826     0.000     3.871     0.146      1005
    12.620   110.849     2.289     9.088    20.853     9.186     0.249      1005
    12.620   111.144     6.773    20.484    38.682    20.645     0.328      1005
    12.620   111.438    13.849    27.531    23.918    27.756     0.499      1005
    12.620   111.733    22.950    34.257    22.833    34.548     0.664      1005
    12.620   112.028    33.972    40.243    20.317    40.600     0.837      1005
    12.620   112.322    46.627    45.668    18.413    46.092     1.012      1005
    12.620   112.617    61.059    53.230    25.669    53.719     1.137      1005
    12.620   112.912    78.007    61.241    27.190    61.795     1.262      1005
    12.620   113.206    97.061    68.109    23.311    68.733     1.412      1005
    12.620   113.501   118.250    76.278    27.727    76.971     1.536      1005
    12.620   113.795   142.251    86.843    35.863    87.605     1.624      1005
    12.620   114.090   169.212    96.185    31.708    97.015     1.744      1005
    12.620   114.385   199.218   107.979    40.032   108.848     1.830      1005
    12.620   114.679   234.875   148.154   136.366   149.083     1.575      1005
    12.620   114.974   294.671   234.204   292.074   235.213     1.253      1005
    12.620   115.268   364.867   240.972    22.971   242.083     1.507      1005
    12.620   115.563   435.968   241.869     3.044   243.221     1.792      1005
    12.620   115.858   507.494   243.692     6.189   245.150     2.070      1005
    12.620   116.152   579.554   245.395     5.780   246.963     2.347      1005
    12.620   116.447   652.047   246.728     4.523   248.422     2.625      1005
    12.620   116.742   724.942   248.161     4.865   249.972     2.900      1005
    12.620   117.036   798.266   249.588     4.845   251.517     3.174      1005
    12.620   117.331   872.006   250.998     4.783   253.045     3.446      1005
    12.620   117.625   946.161   252.407     4.783   254.572     3.717      1005
    12.620   117.920  1020.739   253.896     5.056   256.175     3.985      1005
    12.620   118.215  1095.786   255.676     6.040   258.052     4.246      1005
    12.620   118.509  1171.406   257.672     6.774   260.135     4.503      1005
    12.620   118.804  1247.784   261.884    14.298   264.413     4.719      1005
    12.620   119.098  1326.035   269.571    26.093   272.130     4.873      1005
    12.620   119.393  1405.891   272.506     9.960   275.131     5.110      1005
    12.620   119.688  1486.585   275.169     9.040   277.865     5.350      1005
    12.620   119.982  1568.011   277.590     8.218   280.360     5.593      1005
    12.620   120.277  1650.149   280.012     8.218   282.855     5.834      1005
    12.620   120.571  1733.267   285.840    19.784   288.778     6.002      1005
    12.620   120.866  1817.882   287.939     7.126   291.000     6.247      1005
    12.620   121.161  1902.920   289.345     4.771   292.532     6.505      1005
    12.620   121.455  1988.372   290.750     4.771   294.064     6.762      1005
    12.620   121.750  2074.215   291.897     3.891   295.360     7.023      1005
    12.620   122.045  2160.349   292.812     3.104   296.448     7.287      1005
    12.620   122.339  2246.747   293.709     3.046   297.522     7.552      1005
    12.620   122.634  2333.410   294.607     3.046   298.596     7.815      1005
    12.620   122.928  2420.338   295.504     3.046   299.670     8.077      1005
    12.620   123.223  2507.530   296.401     3.046   300.744     8.338      1005
    12.620   123.518  2594.986   297.299     3.046   301.818     8.598      1005
    12.620   123.812  2682.748   298.804     5.107   303.455     8.841      1005
    12.620   124.107  2771.114   301.080     7.727   305.806     9.062      1005
    12.620   124.401  2860.152   303.357     7.727   308.158     9.281      1005
    12.620   124.696  2949.860   305.633     7.727   310.510     9.500      1005
    12.620   124.991  3040.215   307.380     5.929   312.454     9.730      1005
"  XL[KM]" "H[M+NN]"   "A[M2]"  "TWI[M]"  "DTW/DH"  "WPE[M]"  "RHY[M]"  "KNOTEN"
    12.520   110.047     0.507     3.441     0.000     3.499     0.145      1004
    12.520   110.354     2.338     8.523    20.419     8.628     0.271      1004
    12.520   110.662     5.872    15.342    22.197    15.492     0.379      1004
    12.520   110.969    11.766    22.575    23.543    22.782     0.516      1004
    12.520   111.276    19.593    28.385    18.913    28.666     0.684      1004
    12.520   111.583    29.206    34.200    18.927    34.554     0.845      1004
    12.520   111.890    40.609    40.134    19.316    40.561     1.001      1004
    12.520   112.198    53.951    46.668    21.271    47.184     1.143      1004
    12.520   112.505    69.317    53.449    22.071    54.062     1.282      1004
    12.520   112.812    86.779    60.060    21.519    60.770     1.428      1004
    12.520   113.119   106.173    66.198    19.981    67.006     1.585      1004
    12.520   113.426   127.560    73.430    23.542    74.307     1.717      1004
    12.520   113.734   151.324    81.279    25.550    82.209     1.841      1004
