"TXLS","QGAM","QKRA","QWEH","QMIN","D-E"
41456.75,1574.1,1500,74.1,15,59.1
41456.771,1568.35,1500,68.35,15,53.35
41456.792,1555.95,1500,55.95,15,40.95
41456.812,1541.66,1500,41.66,15,26.66
41456.833,1529.5,1500,29.5,15,14.5
41456.854,1518.35,1500,18.35,15,3.3499999999999
41456.875,1505.12,1490.12,15,15,-9.8800000000001
41456.896,1493.68,1478.68,15,15,-21.32
41456.917,1487.87,1472.87,15,15,-27.13
41456.937,1483.39,1468.39,15,15,-31.61
41456.958,1478.24,1463.24,15,15,-36.76
41456.979,1472.77,1457.77,15,15,-42.23
41457,1463.53,1448.53,15,15,-51.47
41457.021,1460.83,1445.83,15,15,-54.17
41457.042,1475.51,1460.51,15,15,-39.49
41457.062,1495.98,1480.98,15,15,-19.02
41457.083,1513.54,1498.54,15,15,-1.46
41457.104,1529.41,1500,29.41,15,14.41
41457.125,1552.23,1500,52.23,15,37.23
41457.146,1573.73,1500,73.73,15,58.73
41457.167,1581.36,1500,81.36,15,66.36
41457.187,1581.74,1500,81.74,15,66.74
41457.208,1580.61,1500,80.61,15,65.61
41457.229,1580.06,1500,80.06,15,65.06
41457.25,1581.03,1500,81.03,15,66.03
41457.271,1577.47,1500,77.47,15,62.47
41457.292,1562.87,1500,62.87,15,47.87
41457.312,1540.55,1500,40.55,15,25.55
41457.333,1518.06,1500,18.06,15,3.0599999999999
41457.354,1499.35,1484.35,15,15,-15.65
41457.375,1476.91,1461.91,15,15,-38.09
41457.396,1467.69,1452.69,15,15,-47.31
41457.417,1487.82,1472.82,15,15,-27.18
41457.437,1517.03,1500,17.03,15,2.03
41457.458,1542.04,1500,42.04,15,27.04
41457.479,1563.81,1500,63.81,15,48.81
41457.5,1581.82,1500,81.82,15,66.82
41457.521,1589.48,1500,89.48,15,74.48
41457.542,1584.15,1500,84.15,15,69.15
41457.562,1572.42,1500,72.42,15,57.42
41457.583,1560.6,1500,60.6,15,45.6
41457.604,1549.92,1500,49.92,15,34.92
41457.625,1557.17,1500,57.17,15,42.17
41457.646,1576.35,1500,76.35,15,61.35
41457.667,1587.89,1500,87.89,15,72.89
41457.687,1595.66,1500,95.66,15,80.66
41457.708,1601.66,1500,101.66,15,86.66
41457.729,1603.13,1500,103.13,15,88.13
41457.75,1586.27,1500,86.27,15,71.27
41457.771,1566.09,1500,66.09,15,51.09
41457.792,1556.28,1500,56.28,15,41.28
41457.812,1545.87,1500,45.87,15,30.87
41457.833,1535.08,1500,35.08,15,20.08
41457.854,1524.31,1500,24.31,15,9.3099999999999
41457.875,1512.04,1497.04,15,15,-2.96
41457.896,1501.33,1486.33,15,15,-13.67
41457.917,1495.56,1480.56,15,15,-19.44
41457.937,1491.43,1476.43,15,15,-23.57
41457.958,1486.67,1471.67,15,15,-28.33
41457.979,1481.07,1466.07,15,15,-33.93
41458,1482.61,1467.61,15,15,-32.39
41458.021,1487.24,1472.24,15,15,-27.76
41458.042,1484.08,1469.08,15,15,-30.92
41458.062,1477.33,1462.33,15,15,-37.67
41458.083,1470.99,1455.99,15,15,-44.01
41458.104,1465.68,1450.68,15,15,-49.32
41458.125,1453.24,1438.24,15,15,-61.76
41458.146,1441.47,1426.47,15,15,-73.53
41458.167,1441.64,1426.64,15,15,-73.36
41458.187,1446.05,1431.05,15,15,-68.95
41458.208,1450.05,1435.05,15,15,-64.95
41458.229,1452.82,1437.82,15,15,-62.18
41458.25,1462.75,1447.75,15,15,-52.25
41458.271,1478.1,1463.1,15,15,-36.9
41458.292,1490.51,1475.51,15,15,-24.49
41458.312,1501.14,1486.14,15,15,-13.86
41458.333,1511.03,1496.03,15,15,-3.97
41458.354,1521.57,1500,21.57,15,6.5699999999999
41458.375,1523.44,1500,23.44,15,8.4400000000001
41458.396,1522.85,1500,22.85,15,7.8499999999999
41458.417,1530.67,1500,30.67,15,15.67
41458.437,1539.55,1500,39.55,15,24.55
41458.458,1547.47,1500,47.47,15,32.47
41458.479,1555.83,1500,55.83,15,40.83
41458.5,1569.94,1500,69.94,15,54.94
41458.521,1582.79,1500,82.79,15,67.79
41458.542,1585.42,1500,85.42,15,70.42
41458.562,1583.09,1500,83.09,15,68.09
41458.583,1579.71,1500,79.71,15,64.71
41458.604,1576.76,1500,76.76,15,61.76
41458.625,1583.71,1500,83.71,15,68.71
41458.646,1596.91,1500,96.91,15,81.91
41458.667,1605.6,1500,105.6,15,90.6
41458.687,1611.19,1500,111.19,15,96.19
41458.708,1609.53,1500,109.53,15,94.53
41458.729,1603.25,1500,103.25,15,88.25
41458.75,1592.64,1500,92.64,15,77.64
41458.771,1580.95,1500,80.95,15,65.95
41458.792,1574.33,1500,74.33,15,59.33
41458.812,1569.06,1500,69.06,15,54.06
41458.833,1562.85,1500,62.85,15,47.85
41458.854,1556.8,1500,56.8,15,41.8
41458.875,1557.52,1500,57.52,15,42.52
41458.896,1562.43,1500,62.43,15,47.43
41458.917,1565.5,1500,65.5,15,50.5
41458.937,1567.47,1500,67.47,15,52.47
41458.958,1568.85,1500,68.85,15,53.85
41458.979,1570.17,1500,70.17,15,55.17
41459,1577.69,1500,77.69,15,62.69
41459.021,1590.55,1500,90.55,15,75.55
41459.042,1601.27,1500,101.27,15,86.27
41459.062,1609.33,1500,109.33,15,94.33
41459.083,1616.09,1500,116.09,15,101.09
41459.104,1622.21,1500,122.21,15,107.21
41459.125,1616.13,1500,116.13,15,101.13
41459.146,1606.59,1500,106.59,15,91.59
41459.167,1604.09,1500,104.09,15,89.09
41459.187,1602.42,1500,102.42,15,87.42
41459.208,1606.02,1500,106.02,15,91.02
41459.229,1613.85,1500,113.85,15,98.85
41459.25,1644.84,1500,144.84,15,129.84
41459.271,1679.72,1500,179.72,15,164.72
41459.292,1687.57,1500,187.57,15,172.57
41459.312,1683.74,1500,183.74,15,168.74
41459.333,1676.16,1500,176.16,15,161.16
41459.354,1668.13,1500,168.13,15,153.13
41459.375,1656.93,1500,156.93,15,141.93
41459.396,1653.43,1500,153.43,15,138.43
41459.417,1668.08,1500,168.08,15,153.08
41459.437,1691.75,1500,191.75,15,176.75
41459.458,1717.37,1500,217.37,15,202.37
41459.479,1742.81,1500,242.81,15,227.81
41459.5,1755.31,1500,255.31,15,240.31
41459.521,1754.38,1500,254.38,15,239.38
41459.542,1753.08,1500,253.08,15,238.08
41459.562,1753.71,1500,253.71,15,238.71
41459.583,1756.65,1500,256.65,15,241.65
41459.604,1760.48,1500,260.48,15,245.48
41459.625,1795.69,1500,295.69,15,280.69
41459.646,1843.88,1500,343.88,15,328.88
41459.667,1860.82,1500,360.82,15,345.82
41459.687,1867.62,1500,367.62,15,352.62
41459.708,1867.02,1500,367.02,15,352.02
41459.729,1858.55,1500,358.55,15,343.55
41459.75,1807.54,1500,307.54,15,292.54
41459.771,1754.34,1500,254.34,15,239.34
41459.792,1757.44,1500,257.44,15,242.44
41459.812,1774.24,1500,274.24,15,259.24
41459.833,1772.86,1500,272.86,15,257.86
41459.854,1765.65,1500,265.65,15,250.65
41459.875,1814.2,1500,314.2,15,299.2
41459.896,1876.89,1500,376.89,15,361.89
41459.917,1897.04,1500,397.04,15,382.04
41459.937,1899.83,1500,399.83,15,384.83
41459.958,1897.59,1500,397.59,15,382.59
41459.979,1894.19,1500,394.19,15,379.19
41460,1882.3,1500,382.3,15,367.3
41460.021,1864.28,1500,364.28,15,349.28
41460.042,1849.4,1500,349.4,15,334.4
41460.062,1834.31,1500,334.31,15,319.31
41460.083,1818.33,1500,318.33,15,303.33
41460.104,1803.86,1500,303.86,15,288.86
41460.125,1787.45,1500,287.45,15,272.45
41460.146,1771.46,1500,271.46,15,256.46
41460.167,1760.11,1500,260.11,15,245.11
41460.187,1751.61,1500,251.61,15,236.61
41460.208,1747.89,1500,247.89,15,232.89
41460.229,1748.16,1500,248.16,15,233.16
41460.25,1753.45,1500,253.45,15,238.45
41460.271,1761.3,1500,261.3,15,246.3
41460.292,1767.25,1500,267.25,15,252.25
41460.312,1772.08,1500,272.08,15,257.08
41460.333,1776.17,1500,276.17,15,261.17
41460.354,1780,1500,280,15,265
41460.375,1788,1500,288,15,273
41460.396,1793.41,1500,293.41,15,278.41
41460.417,1788.3,1500,288.3,15,273.3
41460.437,1778.16,1500,278.16,15,263.16
41460.458,1766.34,1500,266.34,15,251.34
41460.479,1754.39,1500,254.39,15,239.39
41460.5,1735.7,1500,235.7,15,220.7
41460.521,1714.18,1500,214.18,15,199.18
41460.542,1699.41,1500,199.41,15,184.41
41460.562,1689.13,1500,189.13,15,174.13
41460.583,1681.5,1500,181.5,15,166.5
41460.604,1674.79,1500,174.79,15,159.79
41460.625,1675.7,1500,175.7,15,160.7
41460.646,1681.88,1500,181.88,15,166.88
41460.667,1685.02,1500,185.02,15,170.02
41460.687,1686.52,1500,186.52,15,171.52
41460.708,1686.75,1500,186.75,15,171.75
41460.729,1686.54,1500,186.54,15,171.54
41460.75,1683.45,1500,183.45,15,168.45
41460.771,1681.16,1500,181.16,15,166.16
41460.792,1685.09,1500,185.09,15,170.09
41460.812,1693.07,1500,193.07,15,178.07
41460.833,1703,1500,203,15,188
41460.854,1713.36,1500,213.36,15,198.36
41460.875,1717.44,1500,217.44,15,202.44
41460.896,1714.98,1500,214.98,15,199.98
41460.917,1712.07,1500,212.07,15,197.07
41460.937,1709.44,1500,209.44,15,194.44
41460.958,1707.72,1500,207.72,15,192.72
41460.979,1706.38,1500,206.38,15,191.38
41461,1714.97,1500,214.97,15,199.97
41461.021,1724.91,1500,224.91,15,209.91
41461.042,1722.1,1500,222.1,15,207.1
41461.062,1713.27,1500,213.27,15,198.27
41461.083,1702.23,1500,202.23,15,187.23
41461.104,1690.88,1500,190.88,15,175.88
41461.125,1670.78,1500,170.78,15,155.78
41461.146,1645.97,1500,145.97,15,130.97
41461.167,1630.26,1500,130.26,15,115.26
41461.187,1622.3,1500,122.3,15,107.3
41461.208,1618.15,1500,118.15,15,103.15
41461.229,1615.04,1500,115.04,15,100.04
41461.25,1622.54,1500,122.54,15,107.54
41461.271,1635.52,1500,135.52,15,120.52
41461.292,1641.14,1500,141.14,15,126.14
41461.312,1641.7,1500,141.7,15,126.7
41461.333,1632.72,1500,132.72,15,117.72
41461.354,1620.57,1500,120.57,15,105.57
41461.375,1608.28,1500,108.28,15,93.28
41461.396,1601.3,1500,101.3,15,86.3
41461.417,1606.69,1500,106.69,15,91.69
41461.437,1613.6,1500,113.6,15,98.6
41461.458,1617.21,1500,117.21,15,102.21
41461.479,1620.72,1500,120.72,15,105.72
41461.5,1633.98,1500,133.98,15,118.98
41461.521,1649.82,1500,149.82,15,134.82
41461.542,1656.39,1500,156.39,15,141.39
41461.562,1658.12,1500,158.12,15,143.12
41461.583,1657.99,1500,157.99,15,142.99
41461.604,1657.52,1500,157.52,15,142.52
41461.625,1658.49,1500,158.49,15,143.49
41461.646,1657.97,1500,157.97,15,142.97
41461.667,1652.64,1500,152.64,15,137.64
41461.687,1644.56,1500,144.56,15,129.56
41461.708,1635.51,1500,135.51,15,120.51
41461.729,1626.68,1500,126.68,15,111.68
41461.75,1614.57,1500,114.57,15,99.57
41461.771,1600.25,1500,100.25,15,85.25
41461.792,1588.82,1500,88.82,15,73.82
41461.812,1579.64,1500,79.64,15,64.64
41461.833,1571.43,1500,71.43,15,56.43
41461.854,1563.29,1500,63.29,15,48.29
41461.875,1558.88,1500,58.88,15,43.88
41461.896,1557.17,1500,57.17,15,42.17
41461.917,1553.68,1500,53.68,15,38.68
41461.937,1548.15,1500,48.15,15,33.15
41461.958,1541.36,1500,41.36,15,26.36
41461.979,1535.02,1500,35.02,15,20.02
41462,1525.73,1500,25.73,15,10.73
41462.021,1518.14,1500,18.14,15,3.1400000000001
41462.042,1517.88,1500,17.88,15,2.8800000000001
41462.062,1520.16,1500,20.16,15,5.1600000000001
41462.083,1522.26,1500,22.26,15,7.26
41462.104,1523.85,1500,23.85,15,8.8499999999999
41462.125,1529.13,1500,29.13,15,14.13
41462.146,1537.18,1500,37.18,15,22.18
41462.167,1543.49,1500,43.49,15,28.49
41462.187,1548.54,1500,48.54,15,33.54
41462.208,1552.97,1500,52.97,15,37.97
41462.229,1557.39,1500,57.39,15,42.39
41462.25,1560.74,1500,60.74,15,45.74
41462.271,1556.94,1500,56.94,15,41.94
41462.292,1542.23,1500,42.23,15,27.23
41462.312,1523.74,1500,23.74,15,8.74
41462.333,1507.44,1492.44,15,15,-7.5599999999999
41462.354,1491.98,1476.98,15,15,-23.02
41462.375,1474.4,1459.4,15,15,-40.6
41462.396,1467.68,1452.68,15,15,-47.32
41462.417,1480.82,1465.82,15,15,-34.18
41462.437,1500.86,1485.86,15,15,-14.14
41462.458,1519.23,1500,19.23,15,4.23
41462.479,1535.21,1500,35.21,15,20.21
41462.5,1553.34,1500,53.34,15,38.34
41462.521,1568.65,1500,68.65,15,53.65
41462.542,1573.96,1500,73.96,15,58.96
41462.562,1574.08,1500,74.08,15,59.08
41462.583,1574.14,1500,74.14,15,59.14
41462.604,1575.8,1500,75.8,15,60.8
41462.625,1575.98,1500,75.98,15,60.98
41462.646,1574.41,1500,74.41,15,59.41
41462.667,1573.3,1500,73.3,15,58.3
41462.687,1572.47,1500,72.47,15,57.47
41462.708,1571.79,1500,71.79,15,56.79
41462.729,1571.1,1500,71.1,15,56.1
41462.75,1570.32,1500,70.32,15,55.32
41462.771,1569.25,1500,69.25,15,54.25
41462.792,1567.83,1500,67.83,15,52.83
41462.812,1566.3,1500,66.3,15,51.3
41462.833,1564.83,1500,64.83,15,49.83
41462.854,1563.41,1500,63.41,15,48.41
41462.875,1560.31,1500,60.31,15,45.31
41462.896,1557.71,1500,57.71,15,42.71
41462.917,1558.39,1500,58.39,15,43.39
41462.937,1560.02,1500,60.02,15,45.02
41462.958,1561.16,1500,61.16,15,46.16
41462.979,1561.7,1500,61.7,15,46.7
41463,1569.02,1500,69.02,15,54.02
41463.021,1575.59,1500,75.59,15,60.59
41463.042,1568.75,1500,68.75,15,53.75
41463.062,1555.47,1500,55.47,15,40.47
41463.083,1543.85,1500,43.85,15,28.85
41463.104,1533.03,1500,33.03,15,18.03
41463.125,1517.71,1500,17.71,15,2.71
41463.146,1502.58,1487.58,15,15,-12.42
41463.167,1488.73,1473.73,15,15,-26.27
41463.187,1472.98,1457.98,15,15,-42.02
41463.208,1457.51,1442.51,15,15,-57.49
41463.229,1442.69,1427.69,15,15,-72.31
41463.25,1419.4,1404.4,15,15,-95.6
41463.271,1403.82,1388.82,15,15,-111.18
41463.292,1413.11,1398.11,15,15,-101.89
41463.312,1430.42,1415.42,15,15,-84.58
41463.333,1445.23,1430.23,15,15,-69.77
41463.354,1458.62,1443.62,15,15,-56.38
41463.375,1494.69,1479.69,15,15,-20.31
41463.396,1536.5,1500,36.5,15,21.5
41463.417,1553.09,1500,53.09,15,38.09
41463.437,1557.59,1500,57.59,15,42.59
41463.458,1559.06,1500,59.06,15,44.06
41463.479,1561.44,1500,61.44,15,46.44
41463.5,1552.77,1500,52.77,15,37.77
41463.521,1538.11,1500,38.11,15,23.11
41463.542,1533.95,1500,33.95,15,18.95
41463.562,1535.75,1500,35.75,15,20.75
41463.583,1538.44,1500,38.44,15,23.44
41463.604,1540.14,1500,40.14,15,25.14
41463.625,1547.68,1500,47.68,15,32.68
41463.646,1554.7,1500,54.7,15,39.7
41463.667,1547.47,1500,47.47,15,32.47
41463.687,1531.32,1500,31.32,15,16.32
41463.708,1515.25,1500,15.25,15,0.25
41463.729,1501.32,1486.32,15,15,-13.68
41463.75,1472.69,1457.69,15,15,-42.31
41463.771,1444.56,1429.56,15,15,-70.44
41463.792,1437.84,1422.84,15,15,-77.16
41463.812,1436.82,1421.82,15,15,-78.18
41463.833,1434.65,1419.65,15,15,-80.35
41463.854,1431.79,1416.79,15,15,-83.21
41463.875,1450.84,1435.84,15,15,-64.16
41463.896,1483.41,1468.41,15,15,-31.59
41463.917,1504.81,1489.81,15,15,-10.19
41463.937,1520.79,1500,20.79,15,5.79
41463.958,1534.1,1500,34.1,15,19.1
41463.979,1547.26,1500,47.26,15,32.26
41464,1552.95,1500,52.95,15,37.95
41464.021,1551.12,1500,51.12,15,36.12
41464.042,1549.09,1500,49.09,15,34.09
41464.062,1547.46,1500,47.46,15,32.46
41464.083,1547.07,1500,47.07,15,32.07
41464.104,1547.1,1500,47.1,15,32.1
